pmid,pmcid,doi,title,authors,year,journal,abstract,source,url,dedupe_key,screen_decision,reason,fulltext_priority,priority_reason
29188864,PMC12880050,10.1007/s12603-017-0990-4,Development of a Novel Six-Month Nutrition Intervention for a Randomized Trial in Older Men with Mobility Limitations.,Apovian CM; Singer MR; Campbell WW; Bhasin S; McCarthy AC; Shah M; Basaria S; Moore LL,2017,"The journal of nutrition, health & aging","Nutrition impacts the development of sarcopenia and protein intake is an important modulator of skeletal muscle mass loss in older people. The Optimizing Protein Intake in Older Men with Mobility Limitation (OPTIMEN) Trial was designed to assess the independent and combined effects of higher protein intake and a promyogenic agent, testosterone, on lean body mass, muscle strength and physical function in older men with mobility disability. The purpose of this paper is to describe the experimental design and nutrition intervention, including techniques used by research dietitians to develop and deliver energy and protein-specific meals to the homes of community-dwelling participants. Strategies to enhance long-term dietary compliance are detailed. Randomized, double-blind, placebo-controlled six-month intervention trial. Participants were recruited from Boston MA USA and surrounding communities. Older men who were mobility-limited (Short Physical Performance Battery (SPPB) 3-10) and consuming less protein (<0.83 g/kg/day) were recruited for this study. Here we report the successful implementation of a double-blind, placebo-controlled, parallel group, randomized controlled trial with a 6-month intervention period among community-living men, age 65 years and older with a mobility limitation. A controlled feeding plan was used to deliver required energy intakes and prescribed protein quantities of 0.8 or 1.3 grams/kilogram/day (g/kg/d) in three meals plus snacks and supplements. A 2x2 factorial design was used to assess the effects of protein level alone and in combination with testosterone (vs. placebo) on changes in lean body mass (primary outcome), muscle strength, and physical function. A total of 154 men met the eligibility criteria; 112 completed a 2-week run-in period designed to evaluate compliance with the nutrition intervention. Of these, 92 subjects met compliance eligibility criteria and agreed to be randomized; 85% completed the full trial. The study successfully delivered three meals per day to subjects, with a high degree of compliance and subject satisfaction. Overall self-reported compliance rates were 80% and 93% for the meals and supplements, respectively. Details of compliance strategies are discussed. This community-based study design may serve as a model for longer-term nutritional interventions requiring monitoring of dietary compliance in a home-based feeding and supplementation trial.",PubMed,https://pubmed.ncbi.nlm.nih.gov/29188864/,doi:10.1007/s12603-017-0990-4,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
30486262,PMC6306785,10.3390/jcm7120480,The Effects of Group and Home-Based Exercise Programs in Elderly with Sarcopenia: A Randomized Controlled Trial.,Tsekoura M; Billis E; Tsepis E; Dimitriadis Z; Matzaroglou C; Tyllianakis M; Panagiotopoulos E; Gliatis J,2018,Journal of clinical medicine,"Physical exercise is effective for sarcopenic elderly but evidence for the most effective mode of exercise is conflicting. The objective of this study was to investigate the effects of a three-month group-based versus home-based exercise program on muscular, functional/physical performance and quality of life (QoL) across elderly with sarcopenia. 54 elderly (47 women, 7 men aged 72.87 ± 7 years) were randomly assigned to one of three interventions: supervised group (n = 18), individualized home-based exercise (n = 18) and control group (n = 18). Body composition was determined by bioelectrical impedance analysis, calf measurement with inelastic tape and strength assessments (grip and knee muscle strength) via hand-held and isokinetic dynamometers. Functional assessments included four-meter (4 m), Τimed-Up and Go (TUG) and chair stand (CS) tests. QoL was assessed with Greek Sarcopenia Quality of Life (SarQol_GR) questionnaire. Outcomes were assessed at baseline, immediately post-intervention (week 12), and 3 months post-intervention (week 24). Significant group x time interactions (p < 0.001) were observed in QoL, calf circumference, TUG, CS, and 4 m tests, grip and knee muscle strength. Group-based compared to home-based exercise yielded significant improvements (p < 0.05) in muscle mass index, CS and 4 m tests, calf circumference, muscle strength at 12 weeks. Most improvements at 24 weeks were reported with grouped exercise. No changes were found across the control group. Results suggest group-based exercise was more effective than home-based for improving functional performance.",PubMed,https://pubmed.ncbi.nlm.nih.gov/30486262/,doi:10.3390/jcm7120480,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
31908428,PMC6924654,10.2147/CIA.S225618,The Favorable Effects of a High-Intensity Resistance Training on Sarcopenia in Older Community-Dwelling Men with Osteosarcopenia: The Randomized Controlled FrOST Study.,Lichtenberg T; von Stengel S; Sieber C; Kemmler W,2019,Clinical interventions in aging,"Sarcopenia, the loss of muscle mass combined with the loss of muscle function, has become a public health issue. There is an urgent need for interventions. The study aimed to determine the effect of high-intensity resistance training (HI-RT), a time- and cost-efficient training modality, on sarcopenia in osteosarcopenic (OS) older men. Forty-three community-dwelling men aged ≥72 years from Northern Bavaria, Germany, with OS were randomly assigned to either an active HI-RT group (HI-RT) or an inactive control group (CG). Both received dietary protein (up to 1.5 g/kg/day in HI-RT and 1.2 g/kg/day in CG) and Vitamin-D (up to 800 IE/d) supplements. The HI-RT was applied as a consistently supervised single-set training on resistance exercise machines using intensifying strategies, with two training sessions/week, structured into three phases (ranging from 8 to 12 weeks) totaling 28 weeks. The primary study endpoint was the Sarcopenia Z-score; secondary endpoints were changes in the underlying physiological parameters, skeletal muscle mass index (SMI), handgrip-strength and gait velocity. The results show a significant effect of the exercise intervention on the sarcopenia Z-score in the HI-RT (p<0.001) and a significant worsening of it in the CG (p=0.012) in the intention-to-treat analysis, as well as a significant intergroup change (p<0.001). Analysis upon the underlying parameters showed a significant increase of skeletal muscle mass index (SMI) in the HI-RT group (p<0.001) and a significant intergroup difference of SMI (p<0.001) and handgrip strength (p<0.001). There were no adverse effects related to dietary supplementation or training. The results clearly confirm the favorable effects of HI-RT on sarcopenia. We conclude that HI-RT is a feasible, highly efficient and safe training modality for combating sarcopenia, also in the elderly.",PubMed,https://pubmed.ncbi.nlm.nih.gov/31908428/,doi:10.2147/cia.s225618,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
40724490,PMC12299642,10.3390/life15070986,"Home-Based Virtual Reality Exercise and Resistance Training for Enhanced Cardiorespiratory Fitness in Community-Dwelling Older People with Sarcopenia: A Randomized, Double-Blind Controlled Trial.",Chitjamnogchai C; Yuenyongchaiwat K; Sermsinsaithong N; Tavonudomgit W; Mahawong L; Buranapuntalug S; Thanawattano C,2025,"Life (Basel, Switzerland)","Background: Sarcopenia is characterized by low muscle mass and strength, as well as impaired physical performance. Older adults with sarcopenia experience decreased cardiorespiratory fitness. Physical exercise is recommended for the prevention and treatment of sarcopenia. Virtual reality (VR) exercise was introduced to improve physical activity. However, the effect of VR on cardiorespiratory function in older adults with sarcopenia has not been fully explored. This study aimed to explore the effects of home-based VR aerobic exercise combined with resistive exercise on cardiorespiratory performance in community-dwelling older adults with sarcopenia. Subjects and Methods: In a randomized controlled trial, 53 older adults with sarcopenia were divided into a home-based VR (n = 26) and a control group (CG; n = 27). The VR program combined aerobic and resistance exercises, performed three times per week for 12 weeks, while the CG received knowledge regarding the benefit of exercise and continued with their regular daily activities. All participants were required to undergo respiratory muscle strength and functional capacity tests before and after the 12-week intervention. Two-way mixed repeated ANOVA was conducted to compare within and between groups in cardiorespiratory performance. Results: The home-based VR exercise group showed significant improvement in pre-post (i.e., maximal inspiratory pressure (12.96 ± 1.49 cmH2O), maximal expiratory pressure (13.73 ± 1.72 cmH2O), functional capacity (28.32 ± 3.48 m), and between-group (maximal expiratory pressure (F (1,51) = 10.446, p = 0.002, np2 = 0.170). In contrast, the CG displayed a reduction in maximal expiratory pressure (-3.93 ± 1.69 cmH2O, p = 0.024) and functional capacity (-10.39 ± 3.42 m, p = 0.004) after the 12-week program. Conclusions: The home-based VR program provides older adults with sarcopenia an alternative exercise modality that can improve their cardiovascular performance.",PubMed,https://pubmed.ncbi.nlm.nih.gov/40724490/,doi:10.3390/life15070986,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
29074832,,,[Update on recent progress in vitamin D research. Eldecalcitol,Suzuki T,2017,Clinical calcium,"In the elderly, vitamin D deficiency results not only in impaired bone mineralization, but also myopathy. Low vitamin D has also been shown to be associated with decline of muscle strength, sarcopenia, functional limitation, and disability. Several recent studies have shown that low serum vitamin D concentration is associated with lower physical function and falls in older adults. In this article, the author reviews a relationship between falls and serum vitamin D concentration of the elderly living in the community, and also introduces the major results from a recent randomized controlled trial on prevention of decline of fall-related balance performance by the treatment with newly developed active vitamin D(Eldecalcitol R )among the women with age 65 years old and over and diagnosed as osteoporosis.",PubMed,https://pubmed.ncbi.nlm.nih.gov/29074832/,pmid:29074832,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
27942146,PMC5140826,10.1589/jpts.28.3183,Effect of a simple and adherent home exercise program on the physical function of community dwelling adults sixty years of age and older with pre-sarcopenia or sarcopenia.,Maruya K; Asakawa Y; Ishibashi H; Fujita H; Arai T; Yamaguchi H,2016,Journal of physical therapy science,"[Purpose] To evaluate the effect of a home exercise program on physical function in community dwelling elderly with pre-sarcopenia or sarcopenia. [Subjects and Methods] Fifty-two community-dwelling individuals, over 60 years and meeting the diagnostic criteria for pre-sarcopenia or sarcopenia, were randomly assigned to intervention group (n=34) and control group (n=18). The intervention group completed 6-months home exercise programs, combining walking with lower limb resistance exercises. Body mass index, skeletal mass index, body fat percentage, handgrip strength, single-leg standing, walking speed (comfortable and maximal), and knee extension strength were evaluated at baseline and post-intervention. Activity was assessed using the 25-question Geriatric Locomotive Functional Scale (GLFS-25) and quality of life using the Euro QOL questionnaire. [Results] Pre- and post-training assessments were completed by 76.5% and 77.8% of participants in the intervention and control groups, respectively. The intervention improved single-leg standing (60.5 s to 77.2 s) and knee extension strength (1.38 Nm/kg to 1.69 Nm/kg). In the control group, maximum walking speed (2.02 m/s to 1.86 m/s) and GLFS-25 score (2.9 to 5.1) worsened. Change of pre-sarcopenia/sarcopenia status was comparable for the intervention (15.4%) and control (14.3%) groups. [Conclusion] A 6-month home exercise program improved physical function in community-dwelling individuals with pre-sarcopenia or sarcopenia.",PubMed,https://pubmed.ncbi.nlm.nih.gov/27942146/,doi:10.1589/jpts.28.3183,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
21623468,PMC12878107,10.1007/s12603-010-0276-6,Similar effects of leucine rich and regular dairy products on muscle mass and functions of older polymyalgia rheumatica patients: a randomized crossover trial.,Björkman MP; Pilvi TK; Kekkonen RA; Korpela R; Tilvis RS,2011,"The journal of nutrition, health & aging","Leucine-rich milk and whey proteins have been suggested for prevention of age related loss of muscle mass and strength i.e. sarcopenia. The effects of milk protein supplementation and low intensity home based physical exercise on body composition and muscle functions were investigated. A randomized double blind crossover trial. Community dwelling members of Helsinki rheumatoid association. Older people (N=47, mean age 69.5 years) suffering from polymyalgia rheumatica. Patients performed as many stand ups as possible twice a day after which they ingested a regular (Control) or a whey protein enriched dairy product with high leucine content (Test). The 8-week intervention periods were separated by a 4-week wash-out. Body composition was measured by dual x-ray absorptiometry and muscle functions by hand grip strength, force platform countermovement jump performance, chair stand test, and walking speed. The 16-week home-based post-exercise supplementation resulted in a 1.8% increase (p = 0.052) in lower limb muscle mass. Walking speed (+5.3%, p = 0.007) and chair stand test performance (-12.2 %, p < 0.001) were also improved. Furthermore, a tendency for increased jump power (+3.0%, p = 0.084) was observed. However, significant and consistent differences were not found in the changes of muscle mass indices or muscle functions between supplements, but the test supplement tended to prevent accumulation of body fat. A low intensity home based exercise program combined with post-exercise milk protein supplementation is feasible despite some gastrointestinal complaints and seems effective in improving the muscle mass and functions of older persons with a inflammatory disease. Further studies are needed to establish, whether and to what extent the use of leucine-enriched whey products prevent or treat age-associated sarcopenia and whether they are superior to the present commercial milk products.",PubMed,https://pubmed.ncbi.nlm.nih.gov/21623468/,doi:10.1007/s12603-010-0276-6,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
22935006,,10.1111/j.1447-0594.2012.00923.x,"Effects of exercise and tea catechins on muscle mass, strength and walking ability in community-dwelling elderly Japanese sarcopenic women: a randomized controlled trial.",Kim H; Suzuki T; Saito K; Yoshida H; Kojima N; Kim M; Sudo M; Yamashiro Y; Tokimitsu I,2013,Geriatrics & gerontology international,"To investigate the effects of exercise and/or tea catechin supplementation on muscle mass, strength and walking ability in elderly Japanese women with sarcopenia. A total of 128 women aged over 75 years were defined as sarcopenic and randomly assigned into four groups: exercise and tea catechin supplementation (n = 32), exercise (n = 32), tea catechin supplementation (n = 32) or health education (n = 32). The exercise group attended a 60-min comprehensive training program twice a week and the tea catechin supplementation group ingested 350 mL of a tea beverage fortified with catechin daily for 3 months. Body composition was determined by bioelectrical impedance analysis. Interview data and functional fitness measurements, such as muscle strength, balance and walking ability, were collected at baseline and after the 3-month intervention. There were significant group × time interactions observed in timed up & go (P < 0.001), usual walking speed (P = 0.007) and maximum walking speed (P < 0.001). The exercise + catechin group showed a significant effect (odds ratio 3.61, 95% confidence interval 1.05-13.66) for changes in the combined variables of leg muscle mass and usual walking speed compared with the health education group. The combination of exercise and tea catechin supplementation had a beneficial effect on physical function measured by walking ability and muscle mass.",PubMed,https://pubmed.ncbi.nlm.nih.gov/22935006/,doi:10.1111/j.1447-0594.2012.00923.x,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
40581354,,10.1123/japa.2024-0123,White Box Modeling of Self-Determined Sequence Exercise Program Among Sarcopenic Older Adults: Uncovering a Novel Strategy Overcoming Decline of Skeletal Muscle Area.,Wei M; He S; Meng D; Lv Z; Guo H; Yang G; Wang Z,2026,Journal of aging and physical activity,"Resistance exercise, Taichi exercise, and the hybrid exercise program consisting of the two aforementioned methods have been demonstrated to increase the skeletal muscle mass of older individuals with sarcopenia. However, the exercise sequence has not been comprehensively investigated. Therefore, we designed a self-determined sequence exercise program, incorporating resistance exercises, Taichi, and the hybrid exercise program to overcome the decline of skeletal muscle area and reverse sarcopenia in older individuals. Ninety-one older patients with sarcopenia between the ages of 60 and 75 completed this three-stage randomized controlled trial for 24 weeks, including the self-determined sequence exercise program group (n = 31), the resistance training group (n = 30), and the control group (n = 30). We used quantitative computed tomography to measure the effects of different intervention protocols on skeletal muscle mass in participants. Participants' demographic variables were analyzed using one-way analysis of variance and chi-square tests, and experimental data were examined using repeated-measures analysis of variance. Furthermore, we utilized the Markov model to explain the effectiveness of the exercise programs among the three-stage intervention and explainable artificial intelligence to predict whether intervention programs can reverse sarcopenia. Repeated-measures analysis of variance results indicated that there were statistically significant Group × Time interactions detected in the L3 skeletal muscle density, L3 skeletal muscle area, muscle fat infiltration, handgrip strength, and relative skeletal muscle mass index. The stacking model exhibited the best accuracy (84.5%) and the best F1-score (68.8%) compared to other algorithms. In the self-determined sequence exercise program group, strength training contributed most to the reversal of sarcopenia. One self-determined sequence exercise program can improve skeletal muscle area among sarcopenic older people. Based on our stacking model, we can predict whether sarcopenia in older people can be reversed accurately. The trial was registered in ClinicalTrials.gov. TRN:NCT05694117. Our findings indicate that such tailored exercise interventions can substantially benefit sarcopenic patients, and our stacking model provides an accurate predictive tool for assessing the reversibility of sarcopenia in older adults. This approach not only enhances individual health outcomes but also informs future development of targeted exercise programs to mitigate age-related muscle decline.",PubMed,https://pubmed.ncbi.nlm.nih.gov/40581354/,doi:10.1123/japa.2024-0123,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
42001466,,10.1093/ageing/afag095,Effects of Tai Chi combined with elastic band training on muscle and executive inhibitory function in older adults with sarcopenia: a randomized controlled trial based on fNIRS.,Zhan S; Wu S; Ma Q; Hu C; Hu H; Wang M,2026,Age and ageing,"Resistance training benefits patients with sarcopenia. However, trials demonstrating the effectiveness of Tai Chi combined with elastic band training are sparse, and the underlying neurocognitive mechanisms remain unclear. Forty-nine older sarcopenia patients (≥60 years) were recruited and randomly assigned to three groups: the Elastic Band Group (EBG) received elastic band training; the Combined Group (CG) received elastic band training combined with Tai Chi; the Health Education Group (HEG) received weekly health education via WeChat, focusing on sarcopenia-related precautions Muscle function was assessed pre- and post-intervention using grip strength, muscle mass, and Short Physical Performance Battery. Executive inhibitory function was evaluated using the colour-word Stroop task. Functional near-infrared spectroscopy (fNIRS) was used to simultaneously record cerebral hemodynamic changes in the prefrontal cortex (PFC). After the 12-week intervention, within-group comparisons revealed no significant changes in any outcome measures in the HEG (P > .05). Both the EBG and CG demonstrated significant improvements compared to baseline in grip strength, muscle mass, physical performance, Stroop task reaction time, and PFC oxygenated haemoglobin concentration (P < .05). Additionally, the CG showed a significant increase in Stroop task accuracy (P < .05). Further between-group comparisons indicated that the CG exhibited significantly greater improvements in physical performance, executive inhibitory function, and PFC oxygenated haemoglobin concentration compared to the EBG (P < .05). A 12-week Tai Chi combined with elastic band training program improves physical mobility, enhances executive inhibition, and promotes PFC activation in patients with sarcopenia, with superior efficacy compared to elastic band training alone. These findings provide neuroimaging evidence for the synergistic effects of the combined intervention in sarcopenia intervention.",PubMed,https://pubmed.ncbi.nlm.nih.gov/42001466/,doi:10.1093/ageing/afag095,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
30113122,,10.1111/ggi.13499,Effect of whey protein supplementation after resistance exercise on the muscle mass and physical function of healthy older women: A randomized controlled trial.,Mori H; Tokuda Y,2018,Geriatrics & gerontology international,"To evaluate the effectiveness of a 24-week program of nutritional supplementation using whey protein, ingested after resistance exercise, in increasing muscle mass and physical function among community-dwelling healthy older Japanese women. We carried out a randomized controlled trial, with 81 healthy women, aged 65-80 years, allocated to three groups of 27 participants each: the exercise and protein supplementation group, the exercise only group, and the protein supplementation only group. A 24-week program of resistance exercise, carried out twice per week, was combined with whey protein supplementation, containing 22.3 g of protein. The total protein intake for participants in all three experimental groups was adjusted to a level of at least 1.2 g/kg bodyweight/day, and more during the intervention period. Between-group differences in the pre- to post-intervention change in skeletal muscle mass and physical function were evaluated using an analysis of variance. The pre- to post-intervention increase in the skeletal muscle mass index was significantly higher for the exercise only group than for the protein supplementation only group (P =0.008), and significantly higher for the exercise and protein supplementation group than for either the exercise only (P =0.007) or protein supplementation only (P <0.001) groups. Similarly, the increase in grip strength and gait speed was significantly greater for the exercise and protein supplementation group than for the protein supplementation only group (grip strength P =0.014, gait speed P =0.026). Whey protein supplementation, ingested after resistance exercise, could be effective for the prevention of sarcopenia among healthy community-dwelling older Japanese women. Geriatr Gerontol Int 2018; 18: 1398-1404.",PubMed,https://pubmed.ncbi.nlm.nih.gov/30113122/,doi:10.1111/ggi.13499,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
36011588,PMC9407935,10.3390/ijerph19169952,Hybrid Exercise Program for Sarcopenia in Older Adults: The Effectiveness of Explainable Artificial Intelligence-Based Clinical Assistance in Assessing Skeletal Muscle Area.,Wei M; Meng D; Guo H; He S; Tian Z; Wang Z; Yang G; Wang Z,2022,International journal of environmental research and public health,"Background: Sarcopenia is a geriatric syndrome characterized by decreased skeletal muscle mass and function with age. It is well-established that resistance exercise and Yi Jin Jing improve the skeletal muscle mass of older adults with sarcopenia. Accordingly, we designed an exercise program incorporating resistance exercise and Yi Jin Jing to increase skeletal muscle mass and reverse sarcopenia in older adults. Additionally, machine learning simulations were used to predict the sarcopenia status after the intervention. Method: This randomized controlled trial assessed the effects of sarcopenia in older adults. For 24 weeks, 90 older adults with sarcopenia were divided into intervention groups, including the Yi Jin Jing and resistance training group (YR, n = 30), the resistance training group (RT, n = 30), and the control group (CG, n = 30). Computed tomography (CT) scans of the abdomen were used to quantify the skeletal muscle cross-sectional area at the third lumbar vertebra (L3 SMA). Participants’ age, body mass, stature, and BMI characteristics were analyzed by one-way ANOVA and the chi-squared test for categorical data. This study explored the improvement effect of three interventions on participants’ L3 SMA, skeletal muscle density at the third lumbar vertebra (L3 SMD), skeletal muscle interstitial fat area at the third lumbar vertebra region of interest (L3 SMFA), skeletal muscle interstitial fat density at the third lumbar vertebra (L3 SMFD), relative skeletal muscle mass index (RSMI), muscle fat infiltration (MFI), and handgrip strength. Experimental data were analyzed using two-way repeated-measures ANOVA. Eleven machine learning models were trained and tested 100 times to assess the model’s performance in predicting whether sarcopenia could be reversed following the intervention. Results: There was a significant interaction in L3 SMA (p < 0.05), RSMI (p < 0.05), MFI (p < 0.05), and handgrip strength (p < 0.05). After the intervention, participants in the YR and RT groups showed significant improvements in L3 SMA, RSMI, and handgrip strength. Post hoc tests showed that the YR group (p < 0.05) yielded significantly better L3 SMA and RSMI than the RT group (p < 0.05) and CG group (p < 0.05) after the intervention. Compared with other models, the stacking model exhibits the best performance in terms of accuracy (85.7%) and F1 (75.3%). Conclusion: One hybrid exercise program with Yi Jin Jing and resistance exercise training can improve skeletal muscle area among older adults with sarcopenia. Accordingly, it is possible to predict whether sarcopenia can be reversed in older adults based on our stacking model.",PubMed,https://pubmed.ncbi.nlm.nih.gov/36011588/,doi:10.3390/ijerph19169952,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
41652447,PMC12977742,10.1186/s13075-026-03751-8,Effects of a personalized exercise program on physical function in older patients with rheumatoid arthritis at high risk of sarcopenia: results of a randomized controlled trial.,Torii M; Onishi A; Uozumi R; Hidaka Y; Onizawa H; Fujii T; Murata K; Murakami K; Tanaka M; Oshima Y,2026,Arthritis research & therapy,"Patients with rheumatoid arthritis (RA) are at a higher risk for sarcopenia than the general population. Exercise therapy can improve muscle strength in older adults; however, its efficacy in older patients with RA has not been fully established. This study aimed to evaluate the efficacy of a personalized exercise program on physical function in older patients with RA at high risk for sarcopenia. A single-centre, parallel-group, two-arm, superiority randomized controlled trial was conducted in patients with RA aged 60-85 years who were at risk of sarcopenia. The intervention group (n = 69) underwent a 16-week personalized exercise program in addition to nutritional guidance and standard care, whereas the control group (n = 65) received only nutritional guidance and standard care. The primary outcome was the change in the total Short Physical Performance Battery (SPPB) scores from baseline to week 16. A total of 140 patients were randomized. Of these, 134 initiated the assigned intervention. There was a 0.2-point difference in SPPB total score from baseline to week 16 between the intervention group (+ 0.4 points) and the control group (+ 0.2 points); 95% confidence interval: -0.1 to 0.5; p = 0.206. Regarding the secondary outcomes at week 16, there was a tendency for improvement in the chair-stand test, grip strength, and the mental component score. The 16-week personalized exercise therapy did not improve the total SPPB scores. However, the intervention may improve standing ability, grip strength, and mental health-related quality of life in older patients with RA at high risk of sarcopenia. This study was registered with UMINCTR (trial number: UMIN000044930).",PubMed,https://pubmed.ncbi.nlm.nih.gov/41652447/,doi:10.1186/s13075-026-03751-8,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
27829949,PMC5087623,10.14740/jocmr2767w,Exercise Intervention for Anti-Sarcopenia in Community-Dwelling Older People.,Miyazaki R; Takeshima T; Kotani K,2016,Journal of clinical medicine research,"Sarcopenia is an age-related health problem in general communities. Effective exercise programs against sarcopenia remain necessary for community-dwelling older people. In order to summarize the available knowledge on this subject, we collected English articles from a MEDLINE/Pubmed database examining the effects of exercise interventions on sarcopenia-related outcome measures in community-dwelling older people. When nine articles, including eight randomized controlled trials, were reviewed, most studies demonstrated significant improvements in some outcome measures. Indeed, a significant improvement in the muscle mass in one study, muscle strength in two studies and physical performance in two studies was reported among five studies using exercise (E) alone. A significant improvement in the muscle mass in two studies, muscle strength in one study and physical performance in two studies was also reported among four studies using exercise plus nutritional supplementation (EN). Notably, the EN studies appeared to have less extensive exercise interventions than the E studies. One EN study further exhibited significant improvements in all outcome measures. Collectively, exercise could be used as anti-sarcopenic strategies and nutritional interventions when combined with exercise might play a compensated or perhaps a comprehensive role among community-dwelling older people. Limited studies exist and more studies are required for the optimum programs in the community settings.",PubMed,https://pubmed.ncbi.nlm.nih.gov/27829949/,doi:10.14740/jocmr2767w,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
38835618,PMC11145092,10.22540/JFSF-09-089,The Feasibilty of the Motor Control Home Ergonomics Elderlies' Prevention of Falls (McHeELP) Programme in Patients with Sarcopenia: A Pilot Study.,Tsekoura M; Matzaroglou C; Xergia S; Dionyssiotis Y; Tsepis E; Sakellari V; Billis E,2024,"Journal of frailty, sarcopenia and falls","The objective of this pilot study was to investigate the feasibility of a three month 'Motor control Home ergonomics Elderlies' Prevention of falls' (McHeELP) programme on muscle mass, muscle strength, functionality, balance and fear of falling among older adults with sarcopenia. A feasibility study of the McHeELP programme was performed in patients with sarcopenia. Primary outcome measures included number of participants; number of participants that showed engagement with the programme; adherence rates; data loss in questionnaires and secondary outcome measures; any adverse events, related or not to the intervention programme. All participants received a home-based motor control exercise programme combined with an ergonomic home modification for 12 weeks. Secondary outcome measures included Hand Grip Strength, Bioimpendance Analysis, Muscle Mass, Functionality and Fear of Falling. Twelve participants, (74.9±5 years), completed the pilot study. Significant differences were recorded before and after the programme on participants' functionality (p < 0.001), balance (p < 0.05) and fear of falling (p < 0.001). The present study revealed that the McHeELP programme is fesasible and that it is possible to implement the programme in clinical practice. The McHeELP programme positively affects functionality, balance and fear of falling. Thus, it seems feasible to conduct a full-scale randomised controlled trial.",PubMed,https://pubmed.ncbi.nlm.nih.gov/38835618/,doi:10.22540/jfsf-09-089,include_title_abs,Potential eligible RCT at title/abstract stage,C_sarcopenia_secondary,Community sarcopenia RCT; secondary stratum
