study_id,first_author,year,doi,pmid,d1_randomization,d1_quote,d2_deviations,d2_quote,d3_missing_data,d3_quote,d4_measurement,d4_quote,d5_selective_reporting,d5_quote,overall,reviewer_1,reviewer_2,consensus_status,notes
MichelsKB_2024_d5c4df,Michels KB,2024,10.1080/15592294.2023.2293410,38096372.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
CorleyMJ_2024_9a5fed,Corley MJ,2024,10.1111/acel.13926,37675817.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
NdhlovuLC_2025_a7e788,Ndhlovu LC,2025,10.1093/infdis/jiaf430,40810569.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
Anon_2022_76cf8d,Anon,2022,,,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
WangS_2025_28ec80,Wang S,2025,10.1002/advs.202417728,40433895.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
LukkahataiN_2023_edac4e,Lukkahatai N,2023,10.3390/biomedicines11113076,38002076.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
AlkemaA_2026_773590,Alkema A,2026,10.1080/17501911.2026.2645001,42027147.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
MerrillSM_2024_5ee99d,Merrill SM,2024,10.1001/jamanetworkopen.2024.24815,39073812.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,10.1186/s12916-023-03067-3,37743489.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
OrrME_2024_4b35d1,Orr ME,2024,10.1007/s11357-023-00999-9,37994989.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
LiS_2026_ed6e27,Li S,2026,10.1038/s41591-026-04239-3,41803341.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
WeberDM_2025_984085,Weber DM,2025,10.1037/hea0001495,40167560.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
NwanajiEnweremJC_2021_06bc0c,Nwanaji-Enwerem JC,2021,10.1186/s13148-021-01218-y,34920739.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
Anon_2022_70e2d6,Anon,2022,,,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
ChenL_2019_c57fe5,Chen L,2019,10.1093/gerona/gly223,30256915.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
ZhangB_2026_5cf019,Zhang B,2026,10.1016/j.exger.2026.113168,42119652.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
WaziryR_2021_222aa5,Waziry R,2021,10.1101/2021.09.21.21263912,,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
WangS_2024_1247bd,Wang S,2024,10.3390/nu16091343,38732590.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
Euclydes_2022_9ce80c,Euclydes,2022,10.1017/s2040174421000738,,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
Ramsteijn_2026_051063,Ramsteijn,2026,10.1093/ecco-jcc/jjaf231.1490,,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
EstebanCantos_2021_63f044,Esteban-Cantos,2021,10.1016/s2352-3018(21)00006-0,33794182.0,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
Anon_2022_df1726,Anon,2022,,,pending,,pending,,pending,,pending,,pending,,pending,Dr Siddalingaiah H S,Dr Chandrakala D,pending,Auto-seeded; dual coding pending full-text reading.
