study_id,first_author,year,clock,intervention_class,comparator,extraction_status,notes,effect_status,reason,effect_metric,hedges_g,se,variance,ci95_low,ci95_high,n_total
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,GrimAge,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,GrimAge2,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,PhenoAge,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,Horvath,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,Hannum,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
OrrME_2024_4b35d1,Orr ME,2024,GrimAge,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
OrrME_2024_4b35d1,Orr ME,2024,PhenoAge,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
LiS_2026_ed6e27,Li S,2026,DunedinPACE,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
LiS_2026_ed6e27,Li S,2026,GrimAge,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
LiS_2026_ed6e27,Li S,2026,PhenoAge,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
LiS_2026_ed6e27,Li S,2026,Horvath,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
LiS_2026_ed6e27,Li S,2026,Hannum,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
WeberDM_2025_984085,Weber DM,2025,GrimAge,other,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
NwanajiEnweremJC_2021_06bc0c,Nwanaji-Enwerem JC,2021,UNSPECIFIED_EPIGENETIC_AGE,pharmacological,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
Anon_2022_70e2d6,Anon,2022,GrimAge,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
Anon_2022_70e2d6,Anon,2022,PhenoAge,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
Anon_2022_70e2d6,Anon,2022,Horvath,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
Anon_2022_70e2d6,Anon,2022,Hannum,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
ChenL_2019_c57fe5,Chen L,2019,Horvath,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
ChenL_2019_c57fe5,Chen L,2019,Hannum,supplement,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
ZhangB_2026_5cf019,Zhang B,2026,PhenoAge,supplement,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
WaziryR_2021_222aa5,Waziry R,2021,DunedinPACE,caloric_restriction,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
WaziryR_2021_222aa5,Waziry R,2021,GrimAge,caloric_restriction,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
WangS_2024_1247bd,Wang S,2024,UNSPECIFIED_EPIGENETIC_AGE,exercise,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
Euclydes_2022_9ce80c,Euclydes,2022,UNSPECIFIED_EPIGENETIC_AGE,other,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
Ramsteijn_2026_051063,Ramsteijn,2026,PhenoAge,other,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
EstebanCantos_2021_63f044,Esteban-Cantos,2021,UNSPECIFIED_EPIGENETIC_AGE,other,RCT_comparator_unspecified,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
Anon_2022_df1726,Anon,2022,UNSPECIFIED_EPIGENETIC_AGE,caloric_restriction,placebo,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.,not_calculable,missing complete change-score n/mean/sd,,,,,,,
