pmcid,pmid,doi,title,year,journal,url,evidence_source_set,intervention_node_prelim,article_title_mined,first_reviewer_fulltext_decision,first_reviewer_reason,rct_signal,frailty_signal,sarcopenia_signal,older_adult_signal,intervention_signal,comparator_signal,outcome_signal,protocol_or_review_signal,disease_specific_signal,hospital_or_residential_signal,community_home_signal,detected_outcomes,randomization_snippet,intervention_snippet,comparator_snippet,results_snippet,second_reviewer_decision,consensus_decision,consensus_reason
PMC12565208,41156209.0,10.3390/jcm14207340,Antithrombotic Therapy in the Elderly with Cardiovascular Disease: Walking the Tightrope Between Efficacy and Bleeding Risk-A Narrative Review.,2025.0,,https://europepmc.org/article/MED/41156209,expanded_accessible_search,exercise_only,Antithrombotic Therapy in the Elderly with Cardiovascular Disease: Walking the Tightrope Between Efficacy and Bleeding Risk—A Narrative Review,include_secondary_setting,Frailty RCT but setting likely hospital/residential or mixed,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,frailty;falls;adherence;adverse_events,"boembolic events and bleeding complications during antithrombotic treatment. Therapeutic decision-making is further complicated by the underrepresentation of older adults in large randomized trials and the resulting scarcity of age-specific, evidence-based data. As a result, their management is not guided by specific recommendations but rather relies on clinician eval","002-7964-4479 Sciahbasi Alessandro 1 * Minardi Simona 2 Salvi Nicolò 1 https://orcid.org/0000-0003-2606-657X Infusino Fabio 1 Granatelli Antonino 1 Ndrepepa Gjin Academic Editor 1 Interventional Cardiology, Sandro Pertini Hospital—ASL RM2, 00157 Rome, Italy; nicolo.salvi@aslroma2.it (N.S.); fabio.infusino@aslroma2.it (F.I.); antonino.granatelli@aslroma2.it (A.G.) 2 Card","ents without established ASCVD, along with a consistent increase in bleeding risk [ 27 , 28 ]. Some of these studies randomized elderly patients to receive aspirin 100 mg daily or placebo and found no significant difference in the primary endpoint of cardiovascular death, stroke, or myocardial infarction, while observing a significant increase in the risk of major",,,,
PMC12579327,41174950.0,10.1111/liv.70418,A Metagenomics Approach to Frailty in Patients With Cirrhosis Undergoing a Multifactorial Intervention.,2025.0,,https://europepmc.org/article/MED/41174950,expanded_accessible_search,nutrition_only,A Metagenomics Approach to Frailty in Patients With Cirrhosis Undergoing a Multifactorial Intervention,include_primary_accessible,Community/home/primary-care frailty RCT confirmed by mined full-text fields,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,frailty;gait_speed;falls;quality_of_life,"encing the faecal microbiota composition associated with frailty in 29 patients with cirrhosis from a previous study (Román, Hepatol Commun 2024). Frail and prefrail patients were randomised to a multifactorial intervention (home exercise, branched‐chain amino acids and a multistrain probiotic) or control for 12 months. We observed a positive correlation between the a",12579327 41174950 10.1111/liv.70418 LIV70418 LIVint-25-01255 1 Brief Report Brief Report A Metagenomics Approach to Frailty in Patients With Cirrhosis Undergoing a Multifactorial Intervention Vega‐Abellaneda Sara 1 Román Eva 2 3 4 5 Soler Zaida 1 Ortiz Mª. Àngels 6 Rossi Giacomo https://orcid.org/0000-0001-8617-5984 7 Biagini Lucia 7 Sánchez Elisabet 3 6 Pons‐Tarin Mar,"tionally, we analysed a battery of biomarkers in serum and urine [ 3 ], and faecal samples were collected for metagenomic shotgun sequencing analysis ( Supporting Information ). A control group of 15 age and gender‐matched healthy individuals was also included (Figure 1A ). FIGURE 1 (A) Design of the study; (B) Differentially abundant species between baseline and 12 mont","3 Results The 29 outpatients included in the study were 38% women and had (mean ± SD) 64.6 ± 9.1 years of age. MELD score was 8.6 ± 3.2, 23 of the 29 patients had alcohol‐related liver disease, 23 had previous decompensations, and their LFI was 3.9 ± 0.4. In the faecal microbiota analysis, patients with cirrhosis showed an alpha diversity lower than controls (Chao 1, p = 0.01). Key differences between patients with cirrhosis and controls included an increased abundance of Anaerotruncus massiliensis , Enterocloster bolteae , Streptococcus parasanguinis and 3 different Veillonella species in the cirrhosis group. Ruminococcus callidus , an unclassified Ruminococcaceae, Alistipes putredinis and an unclassified Clostridia were more abundant in healthy controls. In patients with cirrhosis, microbial diversity did not correlate with the LFI. We observed a positive correlation between the abundance of Rothia dentocariosa and LFI ( r = 0.57, p < 0.001), and between Bacteroides faecis and gait speed ( r = 0.60, p < 0.001). Streptococcus thermophilus was negatively correlated with IL‐6 (r = −0.63, p < 0.001), while Lactobacillus acidophilus showed a positive correlation with mtDNA ( r = 0.62, p < 0.001). Additionally, the abundances of Veillonella parvula and Veillonella dispar were positively correlated with ccK18 ( r = 0.74, p < 0.001, and r = 0.75, p < 0.001, respectively). In the 10 patients from the multifactorial intervention group that reached the 12 month evaluation, both LFI and gait speed improved (3.31 ± 0.40 vs. 4.01 ± 0.41 at baseline, p = 0.005; 1.00 ± 0.09 vs. 0.86 ± 0.18 m/s at baseline, p = 0.03, respectively). The most notable changes in the microbiome composition were an increased abundance of Streptococcus thermophilus , Lactobacillus acidophilus and several sp",,,
PMC12582911,41184220.0,10.1002/jcsm.70080,Postinactivity Exercise Training Improves Sarcopenia Traits in 40-60-Year-Old Women Regardless of Fortified Milk Supplementation.,2025.0,,https://europepmc.org/article/MED/41184220,expanded_accessible_search,exercise_plus_nutrition,Postinactivity Exercise Training Improves Sarcopenia Traits in 40–60‐Year‐Old Women Regardless of Fortified Milk Supplementation,secondary_sarcopenia_verify,Sarcopenia/vulnerability RCT; frailty-primary status requires verification,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,frailty;gait_speed;grip_strength;falls;adherence;adverse_events,"milk supplementation in healthy 40–60‐year‐old females, and to determine whether menopausal status interacted with these changes. Methods In this double‐blind, placebo‐controlled randomized trial, females aged 40–60 years were evaluated before and after 2 weeks of reduced activity monitored through pedometer and after a subsequent 12‐week exercise + nutrition program",scle 2190-5991 2190-6009 Wiley PMC12582911 PMC12582911.1 12582911 12582911 41184220 10.1002/jcsm.70080 JCSM70080 JCSM-D-24-01443 1 Original Article Original Article Postinactivity Exercise Training Improves Sarcopenia Traits in 40–60‐Year‐Old Women Regardless of Fortified Milk Supplementation Trezise Joanne https://orcid.org/0009-0008-5248-4648 1 Lima Ricardo M. 2 3,"r without fortified milk supplementation in healthy 40–60‐year‐old females, and to determine whether menopausal status interacted with these changes. Methods In this double‐blind, placebo‐controlled randomized trial, females aged 40–60 years were evaluated before and after 2 weeks of reduced activity monitored through pedometer and after a subsequent 12‐week exerci","Results Eighty‐three self‐reported healthy females (50.7 ± 5.3 years; 52 postmenopausal) completed the reduced‐activity period, and 67 completed the subsequent exercise training + nutrition phase. At baseline, participants averaged 8323 ± 3077 daily steps and then decreased to 1876 ± 729 during the reduced‐activity period. Mean sarcopenia outcomes declined after 2 weeks of activity restriction, with significant changes ( p < 0.05) in shank muscle cross‐sectional area (CSA) (67.7 ± 9.9 to 66.5 ± 9.9 cm 2 ), handgrip strength (25.3 ± 5.0 to 24.0 ± 5.3 kg), knee extensor peak torque (134.7 ± 36.2 to 122.7 ± 34.5 Nm) and stair ascending time (3.6 ± 0.6 to 3.7 ± 0.6 s) and power (367.6 ± 67.6 to 356.7 ± 67.7 W), with no significant time × menopause interactions ( p > 0.05 for all variables). All muscle mass, strength and function outcomes were not only improved after exercise training + nutrition but also significantly increased compared to preintervention baseline (all p < 0.05). No training × menopause or training × supplementation interactions were observed for any variable (both p > 0.05).
3 Results Participants' baseline characteristics for the entire sample and according to menopausal status are presented in Table 1 . Eighty‐three middle‐aged participants successfully completed the reduced step phase and assessments (T1 and T2), from which 31 were premenopausal and 52 postmenopausal. At T1, postmenopausal volunteers had significantly higher age and percent body fat but did not differ in body mass, height or BMI. Mean LBM relative to body mass, thigh muscle CSA (with trend for shank CSA; p = 0.07), HGS, HGS relative to body mass, knee extensor and plantar flexor isometric torques, squat jump height and ascending stair time and power were better for the pre‐ than postmen",,,
PMC12608599,41228530.0,10.3390/nu17213459,Effects of High-Protein Nutritional Guidance on Sarcopenia-Related Parameters in Individuals Aged ≥ 75 Years with Type 2 Diabetes: An Exploratory Single-Arm Pre-Post Intervention Study.,2025.0,,https://europepmc.org/article/MED/41228530,expanded_accessible_search,exercise_plus_nutrition,Effects of High-Protein Nutritional Guidance on Sarcopenia-Related Parameters in Individuals Aged ≥ 75 Years with Type 2 Diabetes: An Exploratory Single-Arm Pre–Post Intervention Study,secondary_sarcopenia_verify,Sarcopenia/vulnerability RCT; frailty-primary status requires verification,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,frailty;gait_speed;grip_strength;quality_of_life;adherence;adverse_events,"om all participants prior to inclusion in the study. The unit of assignment and analysis was the individual. All participants were allocated to the same intervention condition (nonrandomized, single-arm). Blinding of participants and dietitians was not feasible; laboratory assays were performed by technicians blinded to timepoints where applicable. 2.3. Intervention a",072-6643 Multidisciplinary Digital Publishing Institute (MDPI) PMC12608599 PMC12608599.1 12608599 12608599 41228530 10.3390/nu17213459 nutrients-17-03459 1 Article Effects of High-Protein Nutritional Guidance on Sarcopenia-Related Parameters in Individuals Aged ≥ 75 Years with Type 2 Diabetes: An Exploratory Single-Arm Pre–Post Intervention Study Todoroki Hidechika,"modest but statistically significant decline (−2.97 mL/min/1.73 m 2 /year), this rate was markedly smaller than that reported in diabetic nephropathy cohorts, such as the CREDENCE placebo group (−4.7 mL/min/1.73 m 2 /year) [ 29 ].The decrease was observed mainly during the first 6 months and subsequently plateaued, while eGFRcreat and CKD staging remained stable. T","3. Results 3.1. Participant Flow and Baseline Characteristics A total of 44 older adults with T2DM underwent baseline assessments at study entry ( Figure 1 ). During follow-up, five participants were discontinued due to pancreatic cancer, prostate cancer, death, lower-limb amputation, or voluntary withdrawal. In accordance with the intention-to-treat principle, data obtained prior to withdrawal were included in the analysis. Ultimately, 39 participants completed the 18-month follow-up and were included in the longitudinal evaluation. Forty-four older adults with T2DM were enrolled at baseline (Visit 1). Withdrawals occurred before Visit 2 ( n = 1), Visit 3 ( n = 1), and Visit 4 ( n = 3) due to pancreatic cancer, voluntary discontinuation, death, prostate cancer, or lower limb amputation. Data from withdrawn participants was included in analyses when available. Final sample sizes were n = 43 at 6 months, n = 42 at 12 months, and n = 39 at 18 months. Baseline characteristics of the 44 participants (19 men, 25 women) are summarized in Table 1 . The mean age was 80.0 ± 3.8 years, without a sex difference. Men had significantly greater height, weight, total body water, protein mass, muscle mass, skeletal muscle mass, and SMI than women. Grip strength was higher in men, whereas gait speed did not differ by sex. Biochemically, men showed higher serum creatinine and lower eGFRcreat, consistent with higher muscle mass; uric acid was also higher in men. No sex differences were observed for aspartate aminotransferase (AST), alanine aminotransferase (ALT), gamma-glutamyl transferase (GGT), Fibrosis-4 index (FIB4 index), liver stiffness (elastography), or CAP. Glycemic markers (HbA1c, fasting glucose), endocrine markers (CPR, glucagon, FGF21), lipid profiles (triglycerides, low-dens",,,
PMC12612941,41222933.0,10.1001/jamanetworkopen.2025.43278,Long-Term Health and Cost Outcomes of a 24-Week Multicomponent Frailty Intervention in Older Adults.,2025.0,,https://europepmc.org/article/MED/41222933,expanded_accessible_search,nutrition_only,Long-Term Health and Cost Outcomes of a 24-Week Multicomponent Frailty Intervention in Older Adults,include_secondary_setting,Frailty RCT but setting likely hospital/residential or mixed,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,frailty;gait_speed;grip_strength;falls;quality_of_life;adherence;adverse_events,"t outcomes associated with a 24-week multicomponent frailty intervention for socioeconomically vulnerable older adults in rural Korea? Findings In this economic evaluation of a nonrandomized trial of 119 matched pairs of older adults, participants had significantly longer survival free from death or long-term care eligibility and significantly lower cumulative health",.1 12612941 12612941 41222933 10.1001/jamanetworkopen.2025.43278 zoi251175 1 Research Original Investigation Online Only Geriatrics Long-Term Health and Cost Outcomes of a 24-Week Multicomponent Frailty Intervention in Older Adults Outcomes of a Multicomponent Frailty Intervention in Older Adults Outcomes of a Multicomponent Frailty Intervention in Older Adults Ji Sunghwa,"mitigated through modifications. The intervention was initiated 6 months after the baseline assessment and lasted for 6 months. After program completion, participants returned to usual care. The intervention was developed in collaboration with the Pyeongchang Health Center and County Hospital, together with community stakeholders, and the detailed protocol has been p","Findings In this economic evaluation of a nonrandomized trial of 119 matched pairs of older adults, participants had significantly longer survival free from death or long-term care eligibility and significantly lower cumulative health service-use costs ($7688 per person) over 66 months, yielding a cost:benefit ratio of 8.82.
Results Among 383 eligible adults, 187 volunteered to participate and 196 individuals served as controls; NHIS linkage was successful for 181 (96.8%) and 192 (98.0%) participants, respectively. Among 119 matched pairs (238 [68.9%] aged ≥75 years; 177 [74.4%] female), participants had longer composite outcome-free survival at 66 months (mean difference, 6.53 [95% CI, 1.38-11.68] months). Health service–use costs were consistently lower in the participants group, mainly from reduced hospitalizations and long-term care use, with per-person savings of $7688 (95% CI, 1197-14 615) at 66 months, representing a cost:benefit ratio of 8.82.
Results Baseline Characteristics A total of 119 matched pairs (238 participants [68.9%] aged ≥75 years; 177 [74.4%] female) were included in the analysis. Before matching, the participants were generally older (SMD, 0.47), had higher male:female ratio (SMD, 0.47), lower grip strength (SMD, 0.42), more chronic conditions (SMD, 0.25), slower gait speed (SMD, 0.36), and greater frailty based on both the frailty phenotype (SMD, 0.30) and frailty index (SMD, 0.33) compared with nonparticipants. After PSM, the SMDs for age and number of chronic conditions were 0.17 and 0.13, respectively, and all other key variables had SMDs below 0.1 ( Table ). The unmatched participants were more frail and had lower physical function, while unmatched nonparticipants were healthier (younger, less frail, better physical function) than their matc",,,
PMC12624186,40767365.0,10.1111/joor.70031,Effects of Multidirectional Head Lift Exercise Based on Proprioceptive Neuromuscular Facilitation Techniques on Oropharyngeal Swallowing Muscles in Community-Dwelling Older Adults With Oral Frailty.,2025.0,,https://europepmc.org/article/MED/40767365,expanded_accessible_search,unclear,Effects of Multidirectional Head Lift Exercise Based on Proprioceptive Neuromuscular Facilitation Techniques on Oropharyngeal Swallowing Muscles in Community‐Dwelling Older Adults With Oral Frailty,include_primary_accessible,Community/home/primary-care frailty RCT confirmed by mined full-text fields,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,frailty;adl;quality_of_life;adverse_events,"ft exercise using PNF techniques for the oropharyngeal swallowing muscles in older adults with oral frailty. Methods Older adults with oral frailty were enrolled in this study and randomly assigned to the experimental or control group. The experimental group performed multidirectional head‐lift exercises based on PNF techniques, whereas the control group performed convention",llection PMC12624186 PMC12624186.1 12624186 12624186 40767365 10.1111/joor.70031 JOOR70031 JOR-25-0524.R1 1 Original Article Original Article Effects of Multidirectional Head Lift Exercise Based on Proprioceptive Neuromuscular Facilitation Techniques on Oropharyngeal Swallowing Muscles in Community‐Dwelling Older Adults With Oral Frailty Park Ji‐Su https://orcid.org,"oropharyngeal swallowing muscles in older adults with oral frailty. Methods Older adults with oral frailty were enrolled in this study and randomly assigned to the experimental or control group. The experimental group performed multidirectional head‐lift exercises based on PNF techniques, whereas the control group performed conventional head‐lift exercises (90 times/day,","Results The experimental group showed significant improvements in tongue strength and thickness compared to the control group, as well as significant improvements in suprahyoid muscle activation and thickness (all, p < 0.05).
3 Results 3.1 Participant Characteristics Table 2 summarises the clinical and demographic characteristics of the participants. The Consolidated Standards of Reporting Trials (CONSORT) table depicts patient flow throughout the study (Figure 2 ). TABLE 2 Characteristics of participants. Characteristics Experimental group ( n = 30) Control group ( n = 30) p Age (year), mean ± SD 70.5 ± 5.5 69.5 ± 6.2 0.378 Gender (male/female) 15/15 15/15 1.000 Height (m) 163.4 ± 7.3 161.4 ± 5.8 0.244 Weight (kg) 63.3 ± 8.2 64.5 ± 6.9 0.54 Tongue strength 38.4 ± 6.1 38.7 ± 6.5 0.855 Oral dryness 25.5 ± 3.2 26.1 ± 3.4 0.192 Occlusal force 195.8 ± 25.5 198.2 ± 20.8 0.829 FIGURE 2 Consolidated Standards of Reporting Trials (CONSORT). 3.2 Tongue Muscle's Strength and Thickness The experimental group showed significant improvements in tongue strength and thickness ( p < 0.001), whereas the control group showed significant improvements ( p = 0.018 and p = 0.031, respectively). After the intervention, there were significant differences in tongue strength and thickness between the two groups (both, p = 0.001; Table 3 ). The Cohen's effect sizes (d) for tongue strength and thickness were 1.35 and 2.04, respectively. TABLE 3 Change of tongue muscles in parameters pre‐ and post‐intervention. Experimental group Control group Between groups p Pre Post Change p e Pre Post Change p Tongue muscle strength (unit: kpa) 38.4 (6.1) 45.7 (7.2) 6.2 (3.7) < 0.001 * 38.7 (6.5) 41.1 (7.6) 2.4 (1.5) 0.018 * 0.001 † Tongue muscle thickness (unit: mm) 43.1 (3.7) 48.4 (3.6) 5.3 (2.4) < 0.001 * 42",,,
PMC12641721,41283447.0,10.3390/geriatrics10060136,"Effect of Eight-Week Strength Training on Body Composition, Muscle Strength and Perceived Stress in Community-Dwelling Older Women.",2025.0,,https://europepmc.org/article/MED/41283447,expanded_accessible_search,multicomponent_exercise,"Effect of Eight-Week Strength Training on Body Composition, Muscle Strength and Perceived Stress in Community-Dwelling Older Women",secondary_sarcopenia_verify,Sarcopenia/vulnerability RCT; frailty-primary status requires verification,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,grip_strength;falls;quality_of_life;adherence;adverse_events,"te the effects of eight weeks of STR on body composition, muscle strength, and psycho-emotional state in community-dwelling elderly women. Methods : A prospective, controlled, non-randomized study included 44 women assigned to an STR ( n = 20) or control (CON, n = 22) group. The STR group performed supervised exercise twice weekly for eight weeks. The outcomes were bo","s.org/licenses/by/4.0/ ). Background : Sarcopenia, characterized by loss of muscle mass, strength, and function, reduces independence and quality of life in older adults. Strength exercise (STR) mitigates these age-related declines, but evidence of short-term effectiveness remains limited. This study aimed to evaluate the effects of eight weeks of STR on body compos","-emotional well-being in older adult women. Participants were divided into two groups: an intervention group, which participated in the structured strength exercise program, and a control group, which did not engage in any structured physical activity during the study period. At baseline, all participants underwent a comprehensive evaluation that included assessments of","3. Results 3.1. Handgrip Strength ANCOVA revealed a statistically significant between-group difference for the right handgrip strength after adjusting for baseline values ( p = 0.025, partial η 2 = 0.122), favoring the intervention group. No significant difference was observed for the left handgrip strength ( p > 0.05) ( Table 2 ). 3.2. Body Composition After adjusting for baseline values, body mass was significantly lower in the intervention group compared with the control group ( p = 0.041, partial η 2 = 0.103). Similarly, BMI was significantly reduced in the intervention group ( p = 0.030, partial η 2 = 0.115). A significant between-group difference was also observed for body fat percentage ( p = 0.047, partial η 2 = 0.098). No statistically significant differences were found for muscle mass, bone mass, basal metabolic rate, total body water, ECW/TBW ratio or thigh circumference ( p > 0.05). Adjusted means, 95% confidence intervals, and effect sizes are summarized in Table 3 . 3.3. Muscle Strength Significant between-group differences were found for knee flexor strength in both legs ( p < 0.05, partial η 2 = 0.128–0.131), favoring the intervention group. Knee extensor strength showed no significant differences between groups ( p > 0.05). After adjusting for baseline values, a statistically significant between-group difference was found for right handgrip-to-BMI ratio ( p = 0.013, partial η 2 = 0.150) favoring the intervention group. Significant differences were also observed for hamstring-to-quadriceps ratios on both sides (Left: p = 0.028, partial η 2 = 0.118; Right: p = 0.035, partial η 2 = 0.109), with higher adjusted means in the intervention group. No significant between-group difference was found for left hand handgrip-to-BMI ratio ( p = 0.724). Adjusted means,",,,
PMC12645253,40644314.0,10.2337/dbi25-0004,Treating Sarcopenic Obesity in the Era of Incretin Therapies: Perspectives and Challenges.,2025.0,,https://europepmc.org/article/MED/40644314,expanded_accessible_search,nutrition_only,Treating Sarcopenic Obesity in the Era of Incretin Therapies: Perspectives and Challenges,exclude,Randomized design not confirmed in mined full-text fields,no,no,yes,yes,yes,no,yes,no,no,no,no,quality_of_life;adverse_events,,"School of Medicine , New Haven, CT 3 Division of Geriatric Medicine and Center for Aging and Health, University of North Carolina at Chapel Hill , Chapel Hill, NC 4 Department of Nutrition, Gillings School of Global Public Health, University of North Carolina at Chapel Hill , Chapel Hill, NC Corresponding author: John A. Batsis, john.batsis@gmail.com 12 2025 11 7 20",,,,,
PMC12659516,41299441.0,10.1186/s12891-025-09311-6,Development and validation of the BPDKC model for predicting sarcopenic knee osteoarthritis in community-dwelling older adults: a cross-sectional study.,2025.0,,https://europepmc.org/article/MED/41299441,expanded_accessible_search,exercise_only,Development and validation of the BPDKC model for predicting sarcopenic knee osteoarthritis in community-dwelling older adults: a cross-sectional study,exclude,Protocol/review signal in full-text-mined fields,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,frailty;gait_speed;grip_strength;adl;falls;quality_of_life;adherence,"3-9 9. Belk JW Kraeutler MJ Houck DA Goodrich JA Dragoo JL McCarty EC Platelet-rich plasma versus hyaluronic acid for knee osteoarthritis: a systematic review and meta-analysis of randomized controlled trials Am J Sports Med 2021 49 249 60 10.1177/0363546520909397 32302218 Belk JW, Kraeutler MJ, Houck DA, Goodrich JA, Dragoo JL, McCarty EC. Platelet-rich plasma versus",lthough sensitivity remains limited—reflecting the challenge of case-finding in low-prevalence settings—the model offers meaningful clinical value for targeted screening and early intervention. External validation in diverse populations is recommended prior to broader implementation. Supplementary Information The online version contains supplementary material available,,"Results Among 640 participants, 12.5% ( n = 80) met SPKOA criteria, with balanced prevalence across training (12.5%, n = 56) and test sets (12.5%, n = 24). In the training set, all models showed strong discrimination (Model 1 AUC = 0.953; Model 2 AUC = 0.951; Model 3 AUC = 0.934) and excellent calibration (Brier scores: 0.053–0.062). However, in the internal test set, Model 2 (BPDKC) demonstrated the best generalizability and balance of performance: AUC = 0.861 (95% CI: 0.795–0.926), specificity = 94.6% (95% CI: 90.1–97.5%), precision = 50.0% (95% CI: 26.0–74.0%), F1-score = 0.429 (95% CI: 0.243–0.618), and Brier score = 0.1038 (95% CI: 0.068–0.139). Although sensitivity remained modest (37.5%, 95% CI: 18.8–59.4%), calibration curves and decision curve analysis confirmed robust risk estimation and superior net clinical benefit across clinically relevant risk thresholds (10–40%). Model 2 also achieved the best trade-off between performance and parsimony (AIC = 178.41 vs. Model 3 AIC = 194.79). A user-friendly web calculator implementing the BPDKC model is freely accessible at ( https://lgmyyyy.shinyapps.io/bpdkc_spkoa_app/ ) .
Results Study population characteristics A total of 640 community-dwelling older Chinese adults were included, with a median age of 71.0 years (Q1–Q3: 68.0–74.0) and 57.7% female. The prevalence of SPKOA was 12.5% (80/640). Participants were randomly allocated to a training set ( n = 448, 70%) and a test set ( n = 192, 30%). Most baseline characteristics were balanced between the two sets (all p > 0.05), except for gender, which showed a statistically significant difference ( p = 0.033) (Supplementary table 1). and Baseline Characteristics and Univariate/Multivariate Logistic Regression Analyses for SPKOA in the train set (Supplementary table 2). I",,,
PMC12667061,41327100.0,10.1186/s12877-025-06612-2,Predictive model development for possible sarcopenia in community-dwelling older adults: a cross-sectional machine learning approach using the Korean frailty and aging cohort study.,2025.0,,https://europepmc.org/article/MED/41327100,expanded_accessible_search,multidomain,Predictive model development for possible sarcopenia in community-dwelling older adults: a cross-sectional machine learning approach using the Korean frailty and aging cohort study,exclude,Randomized design not confirmed in mined full-text fields,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,frailty;gait_speed;grip_strength;adl;falls;quality_of_life,,"were dichotomised as 0 = never and 1 = occasionally/often/very often [ 24 ]. Health behavioural and physical characteristics Smoking, alcohol drinking, unintentional weight loss, nutritional status, activities of daily living (ADLs), instrumental activities of daily living (IADLs), and physical activity were assessed for health behavioural and physical characteristi",,"Results The final sample comprised 500 individuals with possible sarcopenia (mean age: 83.0 ± 3.76 years; 34.4% men) and 1,261 without possible sarcopenia (mean age: 81.0 ± 3.40 years, 51.6% men). Logistic regression demonstrated the best predictive performance among the four models, with the highest recall of 0.700 and F1-score of 0.654. The most influential predictors for possible sarcopenia were lower body mass index, walking aid use, cognitive impairment, older age, and exhaustion.
Results General characteristics of participants and possible sarcopenia group Table 1 shows the general characteristics of the study participants stratified by the possible sarcopenia group based on the AWGS 2019 criteria. Of the 1,761 study participants, 500 were categorised as having possible sarcopenia (28.4%) and 1,261 as having non-possible sarcopenia (71.6%). The mean age of participants was 81.6 ± 3.62 (median age = 81) years. Of the total sample, 53.3% were women and 46.7% were men. Table 1 General characteristics of participants according to possible sarcopenia status ( N = 1761) Variables (available data, n ) Total participants ( N = 1761) Possible sarcopenia ( n = 500) No possible sarcopenia ( n = 1261) Median [IQR] or n (%) Median [IQR] or n (%) Median [IQR] or n (%) t or x 2 p Sociodemographic characteristics Age (years) 81 [79–84] 83 [80–86] 81 [78–83] −10.358 < 0.001 Sex 42.677 <0.001 Men 823 (46.7) 172 (34.4) 651 (51.6) Women 938 (53.3) 328 (65.6) 610 (48.4) Educational level (n=1759) * 77.890 <0.001 ≤ Elementary school 792 (45.0) 307 (61.5) 485 (38.5) Middle school 276 (15.7) 62 (12.4) 214 (17.0) ≥ High school 691 (39.3) 130 (26.1) 561 (44.5) Living arrangement (n=1760) * 22.438 <0.001 Living alone 506 (28.7) 184 (36.9) 322 (25.5) Living with someone 1254 (71.3) 315 (63.1",,,
PMC12672878,41346374.0,10.3389/fragi.2025.1662126,Effect of maximal mental effort during elastic band training on neuromuscular adaptations in older women.,2025.0,,https://europepmc.org/article/MED/41346374,expanded_accessible_search,exercise_only,Effect of maximal mental effort during elastic band training on neuromuscular adaptations in older women,defer_second_reviewer,Comparator not clearly confirmed from mined fields,yes,no,no,yes,yes,no,yes,no,no,no,yes,frailty;grip_strength;adherence;adverse_events,"ermine if combining maximal mental effort (MME) with elastic band training (EBT) augments neuromuscular adaptions in older women. Methods Untrained older women (71 ± 4 years) were randomly assigned to EBT (n = 11), EBT + MME (n = 13), or a control (CON; n = 10) group. EBT and EBT + MME performed 6 weeks of moderate-intensity, total body elastic band training, but EBT + MME i","ptualization Formal analysis Funding acquisition Methodology Project administration Resources Software Supervision Validation Writing – original draft Writing – review & editing 1 Exercise Science and Sport Management, Kennesaw State University Wellstar College of Health and Human Services , Kennesaw , GA , United States 2 Department of Psychological Sciences, Kenne",,"Results VA (p = 0.182) and contractile properties (p > 0.05 for all) remained unchanged. Compared to CON, 1-RM (p = 0.004), KE peak torque (p = 0.034), CSA (p < 0.001 for both), and muscle quality (p = 0.001–0.021) improved in EBT and EBT + MME, but no differences existed between these groups (p > 0.05). Lean mass remained unchanged (p = 0.481–0.753).
3 Results 3.1 Adherence, feelings about exercise, and focus of attention during interventions The adherence to training for participants in the EBT and EBT + MME was 96.23% and 95.48%, respectively, and all participants completed at least 90% of their training sessions. No significant interaction (p > 0.05) was found for affective feeling indicating no differences between groups ( Supplementary Table S1 ). Responses to the open-ended question, though qualitative, support the notion that a greater number of EBT + MME participants focused on the exercising muscle or effort ( Supplementary Figure S4 ). 3.2 Group characteristics, body composition, muscle size, and muscle quality Group characteristics and data for body composition, muscle size, and muscle quality with ANOVA findings are provided in Table 1 . Total body and segmental lean mass remained unchanged (p > 0.05). Two-way interactions were found for BB CSA (p < 0.001; η p 2 = 0.41), BB EI (p = 0.021; η p 2 = 0.22), and quadriceps EI (p < 0.001; η p 2 = 0.42). All outcomes were unchanged in CON (p > 0.05). BB CSA increased in in EBT (p < 0.001; d = 1.11) and EBT + MME (p < 0.001; d = 1.73) with no difference between groups (p = 0.392; η p 2 = 0.03). BB EI decreased (improved quality) in EBT (p = 0.013; d = 0.86) and EBT + MME (p < 0.001; d = 0.89) with no difference between groups (p = 0.414; η p 2 = 0.03). Quadriceps EI decreased in EBT (p < 0.001; d = 1.33) and EBT + ",,,
