study_id,first_author,year,journal,doi,pmid,design,n_int,n_ctrl,age_mean,age_sd,sex_female_pct,health_status,intervention_class,intervention_detail,dose,duration_weeks,comparator,clock,baseline_int_mean,baseline_int_sd,post_int_mean,post_int_sd,baseline_ctrl_mean,baseline_ctrl_sd,post_ctrl_mean,post_ctrl_sd,change_int_mean,change_int_sd,change_ctrl_mean,change_ctrl_sd,array_platform,follow_up_weeks,funding_source,coi_disclosure,extraction_status,notes
RslerW_2026_9ed59d,Rösler W,2026,,10.1038/s41514-026-00360-2,41872206.0,RCT,,,,,,,other,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
RslerW_2026_9ed59d,Rösler W,2026,,10.1038/s41514-026-00360-2,41872206.0,RCT,,,,,,,other,,,,RCT_comparator_unspecified,Horvath,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
RslerW_2026_9ed59d,Rösler W,2026,,10.1038/s41514-026-00360-2,41872206.0,RCT,,,,,,,other,,,,RCT_comparator_unspecified,Hannum,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackAK_2025_90311c,Bozack AK,2025,,10.1016/j.ajcnut.2025.05.029,40456316.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackAK_2025_90311c,Bozack AK,2025,,10.1016/j.ajcnut.2025.05.029,40456316.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,GrimAge2,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackAK_2025_90311c,Bozack AK,2025,,10.1016/j.ajcnut.2025.05.029,40456316.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackAK_2025_90311c,Bozack AK,2025,,10.1016/j.ajcnut.2025.05.029,40456316.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,Horvath,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackAK_2025_90311c,Bozack AK,2025,,10.1016/j.ajcnut.2025.05.029,40456316.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,Hannum,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackAK_2025_90311c,Bozack AK,2025,,10.1016/j.ajcnut.2025.05.029,40456316.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,DNAmTL,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
WaziryR_2023_29b3ce,Waziry R,2023,,10.1038/s43587-022-00357-y,37118425.0,RCT,,,,,,,caloric_restriction,,,,RCT_comparator_unspecified,DunedinPACE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
WaziryR_2023_29b3ce,Waziry R,2023,,10.1038/s43587-022-00357-y,37118425.0,RCT,,,,,,,caloric_restriction,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
WaziryR_2023_29b3ce,Waziry R,2023,,10.1038/s43587-022-00357-y,37118425.0,RCT,,,,,,,caloric_restriction,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackA_2025_e4438c,Bozack A,2025,,10.1101/2025.01.06.25320074,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackA_2025_e4438c,Bozack A,2025,,10.1101/2025.01.06.25320074,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,GrimAge2,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackA_2025_e4438c,Bozack A,2025,,10.1101/2025.01.06.25320074,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackA_2025_e4438c,Bozack A,2025,,10.1101/2025.01.06.25320074,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,Horvath,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackA_2025_e4438c,Bozack A,2025,,10.1101/2025.01.06.25320074,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,Hannum,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
BozackA_2025_e4438c,Bozack A,2025,,10.1101/2025.01.06.25320074,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,DNAmTL,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
MichelsKB_2024_d5c4df,Michels KB,2024,,10.1080/15592294.2023.2293410,38096372.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
CorleyMJ_2024_9a5fed,Corley MJ,2024,,10.1111/acel.13926,37675817.0,RCT,,,,,,,pharmacological,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
CorleyMJ_2024_9a5fed,Corley MJ,2024,,10.1111/acel.13926,37675817.0,RCT,,,,,,,pharmacological,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
NdhlovuLC_2025_a7e788,Ndhlovu LC,2025,,10.1093/infdis/jiaf430,40810569.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Anon_2022_76cf8d,Anon,2022,,,,RCT,,,,,,,caloric_restriction,,,,RCT_comparator_unspecified,DunedinPACE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Anon_2022_76cf8d,Anon,2022,,,,RCT,,,,,,,caloric_restriction,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
WangS_2025_28ec80,Wang S,2025,,10.1002/advs.202417728,40433895.0,RCT,,,,,,,supplement,,,,placebo,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
LukkahataiN_2023_edac4e,Lukkahatai N,2023,,10.3390/biomedicines11113076,38002076.0,RCT,6,4,,,,,exercise,,,,RCT_comparator_unspecified,UNSPECIFIED_EPIGENETIC_AGE,66.77,7.68,65.93,8.94,74.9,1.11,75.47,0.32,0.83,1.26,0.57,0.8,,,,,extracted_complete,"Full effect-size set extracted (enhanced). Sources: XML Table 3 (Table 3 | DNA methylation age, symptoms, and resilience changes.)"
AlkemaA_2026_773590,Alkema A,2026,,10.1080/17501911.2026.2645001,42027147.0,RCT,,,,,,,supplement,,,,placebo,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
MerrillSM_2024_5ee99d,Merrill SM,2024,,10.1001/jamanetworkopen.2024.24815,39073812.0,RCT,,,,,,,exercise,,,,RCT_comparator_unspecified,DunedinPACE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,,10.1186/s12916-023-03067-3,37743489.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,DunedinPACE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,,10.1186/s12916-023-03067-3,37743489.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,,10.1186/s12916-023-03067-3,37743489.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,GrimAge2,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,,10.1186/s12916-023-03067-3,37743489.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,,10.1186/s12916-023-03067-3,37743489.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,Horvath,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
YaskolkaMeirA_2023_ba151d,Yaskolka Meir A,2023,,10.1186/s12916-023-03067-3,37743489.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,Hannum,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
OrrME_2024_4b35d1,Orr ME,2024,,10.1007/s11357-023-00999-9,37994989.0,RCT,,,,,,,supplement,,,,placebo,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
OrrME_2024_4b35d1,Orr ME,2024,,10.1007/s11357-023-00999-9,37994989.0,RCT,,,,,,,supplement,,,,placebo,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
LiS_2026_ed6e27,Li S,2026,,10.1038/s41591-026-04239-3,41803341.0,RCT,,,,,,,supplement,,,,placebo,DunedinPACE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
LiS_2026_ed6e27,Li S,2026,,10.1038/s41591-026-04239-3,41803341.0,RCT,,,,,,,supplement,,,,placebo,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
LiS_2026_ed6e27,Li S,2026,,10.1038/s41591-026-04239-3,41803341.0,RCT,,,,,,,supplement,,,,placebo,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
LiS_2026_ed6e27,Li S,2026,,10.1038/s41591-026-04239-3,41803341.0,RCT,,,,,,,supplement,,,,placebo,Horvath,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
LiS_2026_ed6e27,Li S,2026,,10.1038/s41591-026-04239-3,41803341.0,RCT,,,,,,,supplement,,,,placebo,Hannum,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
WeberDM_2025_984085,Weber DM,2025,,10.1037/hea0001495,40167560.0,RCT,,,,,,,other,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
NwanajiEnweremJC_2021_06bc0c,Nwanaji-Enwerem JC,2021,,10.1186/s13148-021-01218-y,34920739.0,RCT,,,,,,,pharmacological,,,,placebo,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Anon_2022_70e2d6,Anon,2022,,,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Anon_2022_70e2d6,Anon,2022,,,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Anon_2022_70e2d6,Anon,2022,,,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,Horvath,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Anon_2022_70e2d6,Anon,2022,,,,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,Hannum,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
ChenL_2019_c57fe5,Chen L,2019,,10.1093/gerona/gly223,30256915.0,RCT,,,,,,,supplement,,,,placebo,Horvath,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
ChenL_2019_c57fe5,Chen L,2019,,10.1093/gerona/gly223,30256915.0,RCT,,,,,,,supplement,,,,placebo,Hannum,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
ZhangB_2026_5cf019,Zhang B,2026,,10.1016/j.exger.2026.113168,42119652.0,RCT,,,,,,,supplement,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
WaziryR_2021_222aa5,Waziry R,2021,,10.1101/2021.09.21.21263912,,RCT,,,,,,,caloric_restriction,,,,RCT_comparator_unspecified,DunedinPACE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
WaziryR_2021_222aa5,Waziry R,2021,,10.1101/2021.09.21.21263912,,RCT,,,,,,,caloric_restriction,,,,RCT_comparator_unspecified,GrimAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
WangS_2024_1247bd,Wang S,2024,,10.3390/nu16091343,38732590.0,RCT,,,,,,,exercise,,,,placebo,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Euclydes_2022_9ce80c,Euclydes,2022,Journal of Developmental Origins of Health and Disease,10.1017/s2040174421000738,,RCT,,,,,,,other,,,,RCT_comparator_unspecified,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Ramsteijn_2026_051063,Ramsteijn,2026,Journal of Crohn’s and Colitis,10.1093/ecco-jcc/jjaf231.1490,,RCT,,,,,,,other,,,,RCT_comparator_unspecified,PhenoAge,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
EstebanCantos_2021_63f044,Esteban-Cantos,2021,The Lancet HIV,10.1016/s2352-3018(21)00006-0,33794182.0,RCT,,,,,,,other,,,,RCT_comparator_unspecified,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
Anon_2022_df1726,Anon,2022,ClinicalTrials.gov,,,RCT,,,,,,,caloric_restriction,,,,placebo,UNSPECIFIED_EPIGENETIC_AGE,,,,,,,,,,,,,,,,,not_reported,Auto-seeded from abstract; numeric outcomes pending manual extraction from full text.
