source,source_id,doi,pmid,title,abstract,authors,year,journal,url,fetched_at,reviewer_1_decision,reviewer_1_reason,reviewer_2_decision,reviewer_2_reason,consensus,decision,reason
europepmc,41420675,10.1007/s10522-025-10372-2,41420675.0,Association of plasma metabolites with epigenetic age acceleration: a two-sample Mendelian randomization study.,"<h4>Background</h4>Epigenetic age acceleration (EAA) is a biomarker of biological aging associated with multiple diseases. Plasma metabolites are potential targets for disease prevention. Therefore, our study aims to investigate the association between plasma metabolites and EAA.<h4>Methods</h4>Statistics of plasma metabolites and EAA were obtained from the GWAS database. After rigorously screening the instrumental variables, we applied five Mendelian randomization methods to evaluate the relationship between each metabolite and the EAA. The robustness of the results was verified by a series of sensitivity analyses, and metabolic pathway enrichment analysis was performed for significantly associated metabolites.<h4>Results</h4>Our analysis identified 149 plasma metabolites associated with EAA (p < 0.05), including 46 metabolites associated with IEAA, 47 with HannumAge, 38 with GrimAge, and 41 with PhenoAge. Among these, palmitoylcarnitine levels remained correlated with EAA after multiple testing correction (P<sub>FDR</sub> < 0.05). In the enrichment analysis, 13 metabolic pathways were associated with EAA. Among them, ""cysteine and methionine metabolism"" was identified as the most significantly enriched pathway (P<sub>FDR</sub> < 0.1), and 3 metabolites in this pathway were correlated with EAA.<h4>Conclusion</h4>These results demonstrated that plasma metabolomics, particularly amino acid and lipid metabolism, were associated with EAA and aging. The ""cysteine and methionine metabolism"" pathway emerged as a potential mechanism of aging, and may underpin metabolic alterations during the aging process, and its metabolites, such as methionine, 5-methylthioadenosine, and α-ketobutyrate, may serve as intervention targets.","Chen H, Wang F, Guo Y, Zhu Y, Li X, Meng Z, Feng X, Yang Y, Wu S, Li S, Li B.",2025.0,,https://doi.org/10.1007/s10522-025-10372-2,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,40380284,10.1186/s13148-025-01886-0,40380284.0,Unveiling the impact of DNA-methylation age acceleration on mortality risk in diabetes and pre-diabetes: insights from the US NHANES program.,"<h4>Background</h4>Diabetes ranks as the ninth leading cause of death globally, and DNA-methylation age acceleration (DNAmAA) is closely linked to lifespan. However, the impact of DNAmAA on long-term outcomes in specific populations with diabetes and pre-diabetes has not yet been comprehensively studied.<h4>Methods</h4>This retrospective cohort study utilized data from the National Health and Nutrition Examination Survey (NHANES) 1999-2002, including participants aged 20 years or older diagnosed with diabetes or pre-diabetes. DNAmAA was defined as the difference between epigenetic age and chronological age. Multiple generations of DNAmAA measures were included. Cox proportional hazards regression models were employed to estimate the associations between DNAmAAs and all-cause, cardiovascular, and non-cardiovascular mortality.<h4>Results</h4>A total of 1,199 participants were included, with a mean age of 64.20 (0.46) years; 621 (51.8%) were male. Significant correlations were observed between chronological age and all DNA-methylation ages in both diabetes and pre-diabetes groups. Over a mean follow-up of 14.13 (5.90) years, 662 deaths were recorded. AgeAccelGrim2 exhibited the strongest association with mortality. Each 5-unit increase in AgeAccelGrim2 was associated with an elevated risk of all-cause mortality (HR 1.35, 95% CI 1.23-1.49), cardiovascular mortality (HR 1.50, 95% CI 1.25-1.80), and non-cardiovascular mortality (HR 1.30, 95% CI 1.16-1.46). These associations remained significant in participants with diabetes and pre-diabetes. Mediation analysis revealed that AgeAccelGrim2 significantly mediates the association between health-related exposures (including the Oxidative Balance Score, Life's Simple 7 score, and frailty score) and all-cause mortality in diabetes and pre-diabetes populations.<h4>Conclusions</h4>AgeAccelGrim2 could serve as a valuable biomarker for mortality risk specific to populations with diabetes and pre-diabetes, offering potential applications in personalized management strategies and risk stratification.","Wu S, Zhong Z, Wang Y, Wang J, Lyu S, Liu H, Chen Y.",2025.0,,https://doi.org/10.1186/s13148-025-01886-0,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,40805165,10.3390/cancers17152466,40805165.0,Metformin Beyond Diabetes: A Precision Gerotherapeutic and Immunometabolic Adjuvant for Aging and Cancer.,"Metformin, a long-established antidiabetic agent, is undergoing a renaissance as a prototype gerotherapeutic and immunometabolic oncology adjuvant. Mechanistic advances reveal that metformin modulates an integrated network of metabolic, immunological, microbiome-mediated, and epigenetic pathways that impact the hallmarks of aging and cancer biology. Clinical data now demonstrate its ability to reduce cancer incidence, enhance immunotherapy outcomes, delay multimorbidity, and reverse biological age markers. Landmark trials such as UKPDS, CAMERA, and the ongoing TAME study illustrate its broad clinical impact on metabolic health, cardiovascular risk, and age-related disease trajectories. In oncology, trials such as MA.32 and METTEN evaluate its influence on progression-free survival and tumor response, highlighting its evolving role in cancer therapy. This review critically synthesizes the molecular underpinnings of metformin's polypharmacology, examines results from pivotal clinical trials, and compares its effectiveness with emerging gerotherapeutics and senolytics. We explore future directions, including optimized dosing, biomarker-driven personalization, rational combination therapies, and regulatory pathways, to expand indications for aging and oncology. Metformin stands poised to play a pivotal role in precision strategies that target the shared roots of aging and cancer, offering scalable global benefits across health systems.","Rehman A, Satyam SM, El-Tanani M, Prabhakar S, Kumari R, Shetty P, Mohammed SSN, Nafees Z, Alomar B.",2025.0,,https://doi.org/10.3390/cancers17152466,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,39279995,10.1002/dad2.70010,39279995.0,Epigenetic age acceleration and cognitive performance over time in older adults.,"<h4>Introduction</h4>This study investigated whether epigenetic age acceleration (AA) is associated with the change in cognitive function and the risk of incident dementia over 9 years, separately in males and females.<h4>Methods</h4>Six epigenetic AA measures, including GrimAge, were estimated in baseline blood samples from 560 Australians aged ≥70 years (50.7% female). Cognitive assessments included global function, episodic memory, executive function, and psychomotor speed. Composite cognitive scores were also generated. Dementia (Diagnostic and Statistical Manual for Mental Disorders - IV [DSM-IV] criteria) was adjudicated by international experts.<h4>Results</h4>Associations between epigenetic AA and cognitive performance over-time varied by sex. In females only, GrimAA/Grim2AA was associated with worse delayed recall, composite cognition, and composite memory (adjusted-beta ranged from -0.1372 to -0.2034). In males only, GrimAA/Grim2AA was associated with slower processing speed (adjusted-beta, -0.3049) and increased dementia risk (adjusted hazard ratios [HRs], 1.78 and 2.00, respectively).<h4>Discussion</h4>Epigenetic AA is associated with cognitive deterioration in later life but with evidence of sex-specific associations.<h4>Highlights</h4>Epigenetic age acceleration was associated with cognitive deterioration over time.However, these associations differed by sex.In females, accelerated GrimAge appeared to be a better marker of decline in memory.In males, accelerated GrimAge was associated with slower processing speed over time.Association between accelerated GrimAge and dementia risk was found only in males.","Phyo AZZ, Wu Z, Espinoza SE, Murray AM, Fransquet PD, Wrigglesworth J, Woods RL, Ryan J.",2024.0,,https://doi.org/10.1002/dad2.70010,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,38343441,10.1097/cce.0000000000001044,38343441.0,Association of Epigenetic Age and Outcome in Critically Ill Patients.,"<h4>Objectives</h4>DNA methylation can be used to determine an individual's biological age, as opposed to chronological age, an indicator of underlying health status. This study aimed to assess epigenetic age in critically ill patients with and without sepsis to determine if higher epigenetic age is associated with admission diagnosis or mortality.<h4>Design</h4>Secondary analysis of whole blood DNA methylation data generated from a nested case-control study of critically ill septic and nonseptic patients.<h4>Setting</h4>Four tertiary care hospitals in Canada.<h4>Interventions</h4>None.<h4>Patients</h4>Critically ill patients with and without sepsis.<h4>Measurements and main results</h4>Epigenetic age was derived from DNA methylation data using the Hannum and PhenoAge algorithms and deviation from the patient's chronological age in years was determined. Of the 66 patients with sepsis, 34 were male (51.5%), the mean age was 65.03 years and 25 patients (37.8%) died before discharge. Of the 68 nonseptic patients, 47 were male (69.1%), the mean age was 64.92 years and 25 (36.7%) died before discharge. Epigenetic age calculated using the PhenoAge algorithm showed a significant age acceleration of 4.97 years in septic patients (<i>p</i> = 0.045), but no significant acceleration in nonseptic patients. Epigenetic age calculated using the Hannum algorithm showed no significant acceleration in the septic or nonseptic patients. Similarly, in the combined septic and nonseptic cohorts, nonsurvivors showed an epigenetic age acceleration of 7.62 years (<i>p</i> = 0.004) using the PhenoAge algorithm while survivors showed no significant age acceleration. Survivor status was not associated with age acceleration using the Hannum algorithm.<h4>Conclusions</h4>In critically ill patients, epigenetic age acceleration, as calculated by the PhenoAge algorithm, was associated with sepsis diagnosis and mortality.","Sharma-Oates A, Sullivan J, Pestana D, Dos Santos CC, Binnie A, Lord JM.",2024.0,,https://doi.org/10.1097/CCE.0000000000001044,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,37958686,10.3390/ijms242115699,37958686.0,DNA Methylation and Telomeres-Their Impact on the Occurrence of Atrial Fibrillation during Cardiac Aging.,"Atrial fibrillation (AF) is the most common arrhythmia in humans. AF is characterized by irregular and increased atrial muscle activation. This high-frequency activation obliterates the synchronous work of the atria and ventricles, reducing myocardial performance, which can lead to severe heart failure or stroke. The risk of developing atrial fibrillation depends largely on the patient's history. Cardiovascular diseases are considered aging-related pathologies; therefore, deciphering the role of telomeres and DNA methylation (mDNA), two hallmarks of aging, is likely to contribute to a better understanding and prophylaxis of AF. In honor of Prof. Elizabeth Blackburn's 75th birthday, we dedicate this review to the discovery of telomeres and her contribution to research on aging.","Grzeczka A, Graczyk S, Kordowitzki P.",2023.0,,https://www.mdpi.com/1422-0067/24/21/15699/pdf?version=1698486170,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,39853302,10.18632/aging.206188,39853302.0,EpiAge: a next-generation sequencing-based &lt;i&gt;ELOVL2&lt;/i&gt; epigenetic clock for biological age assessment in saliva and blood across health and disease.,"This study introduces EpiAgePublic, a new method to estimate biological age using only three specific sites on the gene <i>ELOVL2,</i> known for its connection to aging. Unlike traditional methods that require complex and extensive data, our model uses a simpler approach that is well-suited for next-generation sequencing technology, which is a more advanced method of analyzing DNA methylation. This new model overcomes some of the common challenges found in older methods, such as errors due to sample quality and processing variations. We tested EpiAgePublic with a large and varied group of over 4,600 people to ensure its accuracy. It performed on par with, and sometimes better than, more complicated models that use much more data for age estimation. We examined its effectiveness in understanding how factors like HIV infection and stress affect aging, confirming its usefulness in real-world clinical settings. Our results prove that our simple yet effective model, EpiAgePublic, can capture the subtle signs of aging with high accuracy. We also used this model in a study involving patients with Alzheimer's Disease, demonstrating the practical benefits of next-generation sequencing in making precise age-related assessments. This study lays the groundwork for future research on aging mechanisms and assessing how different interventions might impact the aging process using this clock.","Cheishvili D, Do Carmo S, Caraci F, Grasso M, Cuello AC, Szyf M.",2025.0,,https://doi.org/10.18632/aging.206188,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,39563442,10.1186/s13148-024-01779-8,39563442.0,Associations of epigenetic age acceleration at birth and age 12 years with adolescent cardiometabolic risk: the HOME study.,"<h4>Background</h4>Cardiometabolic risk factors among youth are rising. Epigenetic age acceleration, a biomarker for aging and disease-risk, has been associated with adiposity in children, but its association with other cardiometabolic risk markers remains understudied. We employed data from the Health Outcomes and Measures of the Environment (HOME) study, a prospective pregnancy and birth cohort in the greater Cincinnati metropolitan area, to examine whether accelerated epigenetic age at birth as well as accelerated epigenetic age and faster pace of biological aging at age 12 years were associated with higher cardiometabolic risk in adolescents.<h4>Results</h4>After adjusting for potential confounders, including estimated cell type proportions, epigenetic gestational age acceleration at birth, derived from the Bohlin, Knight, and Haftorn clocks using cord blood DNA methylation data, was not associated with cardiometabolic risk z-scores or individual cardiometabolic risk score components (visceral fat, leptin to adiponectin ratio, HOMA-IR, triglycerides to HDL-C ratio, HbA1c, or systolic blood pressure) at age 12 years. We also did not observe any associations of epigenetic age acceleration, calculated with Horvath's skin and blood, Hannum's, and Wu's epigenetic clocks using peripheral blood at age 12 years, with these same cardiometabolic risk markers. In contrast, faster pace of biological aging was associated with higher cardiometabolic risk [βs (95% CIs)] cardiometabolic risk score 0.25 (0.07, 0.42); visceral fat 0.21 (0.05, 0.38); and hemoglobin A1c 0.23 (0.05, 0.41) per standard deviation increase in pace of biological aging. Faster pace of biological aging was also positively associated with systolic blood pressure, triglycerides to HDL-C ratio, HOMA-IR, and leptin to adiponectin ratio, although these associations were not statistically significant.<h4>Conclusions</h4>Our findings provide evidence that faster pace of biological aging was associated with higher cardiometabolic risk score, visceral fat, and HbA1c at age 12 years. Further research is needed to determine whether these associations persist from adolescence through adulthood.","Arzu JL, Kelsey KT, Papandonatos GD, Cecil KM, Chen A, Langevin SM, Lanphear BP, Yolton K, Buckley JP, Braun JM.",2024.0,,https://doi.org/10.1186/s13148-024-01779-8,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,36966357,10.1093/gerona/glad092,36966357.0,Reduced Epigenetic Age in Older Adults With High Sense of Purpose in Life.,"Psychosocial risk factors have been linked with accelerated epigenetic aging, but little is known about whether psychosocial resilience factors (eg, Sense of Purpose in Life) might reduce epigenetic age acceleration. In this study, we tested if older adults who experience high levels of Purpose might show reduced epigenetic age acceleration. We evaluated the relationship between Purpose and epigenetic age acceleration as measured by 13 DNA methylation (DNAm) ""epigenetic clocks"" assessed in 1 572 older adults from the Health and Retirement Study (mean age 70 years). We quantified the total association between Purpose and DNAm age acceleration as well as the extent to which that total association might be attributable to demographic factors, chronic disease, other psychosocial variables (eg, positive affect), and health-related behaviors (heavy drinking, smoking, physical activity, and body mass index [BMI]). Purpose in Life was associated with reduced epigenetic age acceleration across 4 ""second-generation"" DNAm clocks optimized for predicting health and longevity (false discovery rate [FDR] q < 0.0001: PhenoAge, GrimAge, Zhang epigenetic mortality index; FDR q < 0.05: DunedinPoAm). These associations were independent of demographic and psychosocial factors, but substantially attenuated after adjusting for health-related behaviors (drinking, smoking, physical activity, and BMI). Purpose showed no significant association with 9 ""first-generation"" DNAm epigenetic clocks trained on chronological age. Older adults with greater Purpose in Life show ""younger"" DNAm epigenetic age acceleration. These results may be due in part to associated differences in health-related behaviors. Results suggest new opportunities to reduce biological age acceleration by enhancing Purpose and its behavioral sequelae in late adulthood.","Kim ES, Nakamura JS, Strecher VJ, Cole SW.",2023.0,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10329221,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,41988414,10.3389/frdem.2026.1789761,41988414.0,"Pain and Nutrition in Dementia and Alzheimer's Phase 1: a cross-sectional, observational study design.","<h4>Background</h4>Neurodegenerative diseases such as Alzheimer's Disease and related dementias (ADRDs) as well as chronic pain have increased in prevalence as the population ages. In fact, recent epidemiological research suggests that having chronic pain may increase one's risk of all-cause dementia. There are mechanistic factors that overlap in both ADRD and chronic pain progression, including epigenetic dysregulation that could lead to increased inflammation. Previously, our group presented evidence that dietary patterns impact inflammatory potential and epigenetic modifications, and accelerate epigenetic aging. Here, we hypothesize that diet- induced inflammation and epigenetic alterations may be underexplored mechanistic pathways connecting chronic pain and ADRD risk.<h4>Methods</h4>The Pain and Nutrition in Dementia and Alzheimer's Phase 1 (PANDA-1) study is a cross-sectional, observational study, which will recruit 90 individuals ≥55 years of age with and without painful knee osteoarthritis (OA). Biological samples will be collected to assess study eligibility, blood-based inflammatory markers, and epigenetic age using the epigenetic clock DNAmGrimAge. A 24-h dietary recall will be completed to determine nutrition status via the Dietary Inflammation Index (DII). Pain and psychosocial questionnaires will be employed to determine pain phenotypes. Quantitative Sensory Testing will be conducted to determine responses to noxious mechanical and thermal stimuli. Lower-extremity function and mobility measures will also be obtained. Finally, height, weight, pain history, medical history, medication use, and demographic variables will be collected as covariates. Hierarchical regression, mediation and moderation analyses, as well as ANOVAs will be conducted to evaluate relationships among the DII, epigenetic aging, cognition status, and pain.<h4>Conclusion</h4>This study will integrate dietary, epigenetic, and cognitive assessments in a chronic pain population, to lay the groundwork of a possible associations linking chronic pain and ADRDs. PANDA-1 aims to determine potential relationships of dietary patterns on interindividual variability of cognitive status and pain outcomes in older adults deemed cognitively intact. Subsequent phases of this study will include individuals with mild cognitive impairment and ADRDs. Findings from this work will inform future studies targeting dietary intervention approaches to mitigate overlapping neurodegenerative and pain-related aging processes.","Judkins TC, Andrews HJ, Song Q, Clark EI, Tate C, Wais JI, Fillingim R, Huo Z, DeKosky ST, Gower B, Cohen RA, Ebner NC, Cruz-Almeida Y, Strath LJ.",2026.0,,https://doi.org/10.3389/frdem.2026.1789761,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,39012228,10.1215/00703370-11466635,39012228.0,Epigenetic Aging Helps Explain Differential Resilience in Older Adults.,"Past research suggests that resilience to health hazards increases with age, potentially because less resilient individuals die at earlier ages, leaving behind their more resilient peers. Using lifetime cigarette smoking as a model health hazard, we examined whether accelerated epigenetic aging (indicating differences in the speed of individuals' underlying aging process) helps explain age-related resilience in a nationally representative sample of 3,783 older U.S. adults from the Health and Retirement Study. Results of mediation moderation analyses indicated that participants aged 86 or older showed a weaker association between lifetime cigarette smoking and mortality relative to participants aged 76-85 and a weaker association between smoking and multimorbidity relative to all younger cohorts. This moderation effect was mediated by a reduced association between smoking pack-years and epigenetic aging. This research helps identify subpopulations of particularly resilient individuals and identifies epigenetic aging as a potential mechanism explaining this process. Interventions in younger adults could utilize epigenetic aging estimates to identify the most vulnerable individuals and intervene before adverse health outcomes, such as chronic disease morbidity or mortality, manifest.","Klopack ET, Crimmins EM.",2024.0,,https://doi.org/10.1215/00703370-11466635,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,40134766,10.29011/2577-0748.100099,40134766.0,"Relationship Between Accelerated Biological Aging, Race, Perceived Discrimination, and Limitations in Activities of Daily Living.","This cross-sectional study aimed to evaluate the relationship between accelerated aging (PhenoAge) and limitations in Activities of Daily Living (ADLs) in White, Black, and Hispanic older adults (≥ 50 years). We further aimed to explore how perceived discrimination may differentially impact this association. We ran multivariable logistic regression models to evaluate the strength of the association between accelerated aging, ADLs, and perceived discrimination using 2014/2016 Health and Retirement Study (HRS) data for White (n=2107), Black (n=435), and Hispanic (n=351) adults aged 50 and older who contributed epigenetic clock data during the 2016 HRS Venous Blood Study. We hypothesized that accelerated aging would be associated with greater levels of functional limitations, and that perceived discrimination would impact this relationship with evident disadvantage among Blacks and Hispanics relative to Whites. We found that more Blacks and Hispanics reported ADLs (23.68% and 23.08% respectively) than Whites (12.48%, p<0.01). Blacks reported more discrimination (M 3.71, SD 4.26, p<0.01) than Hispanics (M 2.69, SD 3.84) or Whites (M 2.86, SD 3.52). ADLs were associated with accelerated aging (OR=1.42, 95% confidence interval = 1.13,1.78) and discrimination (OR=1.07, 95% confidence interval = 1.04,1.10). Our research examining how exposure to discrimination differentially affects the biological aging-ADL association across racial and ethnic groups contributes to efforts addressing health disparities associated with functional decline. This work is part of a broader body of research aiming to understand the impact of discrimination on biological outcomes and their consequences for health and loss of independence.","Brown MT, Mutambudzi M, Chen NW.",2025.0,,https://doi.org/10.29011/2577-0748.100099,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,36052275,10.1186/s43682-022-00010-0,36052275.0,Advancing understanding of maternal age: correlating epigenetic clocks in blood and myometrium.,"<h4>Background</h4>Advanced maternal age is currently a term defined by chronological age. However, a group of biomarkers known as epigenetic clocks, which can predict morbidity and mortality, has been used to estimate measures of biological aging. Uterine myometrial function during the process of parturition may be influenced by aging, as labor dystocia, unplanned intrapartum cesarean birth, and postpartum hemorrhage are more common in older individuals. The purpose of this study was to evaluate the use of epigenetic clocks in maternal myometrium and blood for predicting age and to evaluate the correlation of epigenetic age between the tissues.<h4>Results</h4>We compared epigenetic age in blood and myometrial samples provided by women undergoing planned cesarean birth at term gestation. Chronological age ranged from 20 to 50 with a median (IQR) age of 35.5(8) years. The MethylationEPIC BeadChip was used to obtain DNA methylation data, and then epigenetic age was calculated using the Horvath, Hannum, GrimAge, and PhenoAge clocks. Spearman correlations of epigenetic age with chronological age were calculated. We tested the relationship of epigenetic age in maternal blood to epigenetic age in myometrium. Age acceleration, for each clock, was also correlated between tissues. Twenty-seven participants provided samples, and 21 matched specimens were included in the final analysis after quality control. Spearman correlation between maternal chronological age and epigenetic age were significant in three of the four clocks (pan-tissue Horvath, Hannum, and GrimAge), for both myometrium and blood samples. Correlations between blood epigenetic age and maternal age ranged from 0.72 to 0.87 (all <i>p</i> < 0.001). Correlations between myometrial epigenetic age and maternal age were also significant (0.62-0.70, <i>p</i> = 0.002), though lower than correlations seen in blood. Maternal blood epigenetic age also correlated with epigenetic age in myometrium with each of these three clocks 0.60 (<i>p</i> = 0.004, Horvath), 0.63 (<i>p</i> = 0.003, Hannum), and 0.80 (<i>p</i> < 0.001, GrimAge). GrimAge age acceleration had the highest correlation between tissues among the clocks (0.49, <i>p</i> = 0.02).<h4>Conclusions</h4>Given the limited sample, this study provides insight into the potential use of epigenetic age derived from blood as a proxy for myometrial epigenetic age, which may be a useful biomarker in estimating myometrial biological age in relationship to myometrial dysfunction. GrimAge outperformed the other tested clocks in terms of concordance of epigenetic age and age acceleration between tissues; however, the Horvath and Hannum clocks may be useful depending on the outcome of interest in pregnancy.","Erickson EN, Knight AK, Smith AK, Myatt L.",2022.0,,https://epicom.biomedcentral.com/track/pdf/10.1186/s43682-022-00010-0,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,40095187,10.1007/s11357-025-01604-x,40095187.0,Epigenetic age acceleration and mortality risk prediction in US adults.,"Epigenetic clocks have emerged as novel measures of biological aging and potential predictors of mortality. We examined all-cause, cardiovascular, and cancer mortality prediction by epigenetic age acceleration (EAA) estimated using different epigenetic clocks. Among 2105 participants to the 1999-2002 National Health and Nutrition Examination Survey aged ≥ 50 years old and followed for mortality through 2019, we calculated EAAs from the residuals of nine epigenetic clocks regressed on chronological age. We assessed the association of EAAs and pace of aging with mortality adjusting for covariates. During 17.5 years of median follow-up, 998 deaths occurred, including 272 from cardiovascular disease and 209 from cancer. Overall mortality was most significantly predicted by Grim EAA (P < 0.0001) followed by Hannum (P = 0.005), Pheno (P = 0.004), Horvath (P = 0.03), and Vidal-Bralo (P = 0.04) EAAs. Grim EAA predicted cardiovascular mortality (P < 0.0001), whereas Hannum (P = 0.006), Horvath (P = 0.009), and Grim (P = 0.01) EAAs predicted cancer mortality. Overall mortality prediction differed by race/ethnicity between non-Hispanic White and White participants for Horvath (P<sub>interaction</sub> = 0.048), Hannum (P<sub>interaction</sub> = 0.01), and Grim (P<sub>interaction</sub> = 0.04) EAAs. Hannum prediction of cancer mortality also differed between the two races/ethnicities (P<sub>interaction</sub> = 0.007). Despite being predictive in non-Hispanic White participants, Horvath (P = 0.75), Hannum (P = 0.84), and Grim (P = 0.10) EAAs failed to predict overall mortality in Hispanic participants, and Hannum EAA was not associated with cancer mortality in Hispanic participants (P = 0.18). In a US representative sample, Horvath, Hannum, SkinBlood, Pheno, Vidal-Bralo, and Grim EAAs as well as pace of aging predict mortality. Howbeit, Horvath, Hannum, and Grim EAAs were less predictive in Hispanic participants.","Mendy A, Mersha TB.",2025.0,,https://doi.org/10.1007/s11357-025-01604-x,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,39404851,10.1037/pag0000860,39404851.0,Are depressive symptoms associated with biological aging in a cross-sectional analysis of adults over age 50 in the United States.,"Major depressive disorder accelerates DNA methylation age, a biological aging marker. Subclinical depressive symptoms are common, but their link to DNA methylation aging in older adults remains unexplored. This study analyzed the cross-sectional relationship between depressive symptoms and accelerated DNA methylation aging, considering gender and race/ethnicity in U.S. adults aged over 50. We used data from 3,882 diverse participants in the 2016 Health and Retirement Study wave, measuring blood DNA methylation age against chronologic age for acceleration. Depressive symptoms were assessed using the Center for Epidemiologic Studies Depression (CES-D) scale. Multiple linear regression evaluated the association between depressive symptoms and DNA methylation age acceleration, adjusting for sociodemographic factors, blood cell proportions, and health behaviors (physical activity, alcohol use, smoking, and chronic conditions). Gender and race/ethnicity modifications were also tested. Depressive symptoms, measured by continuous CES-D score, high depressive symptoms (CES-D ≥ 4), or any symptoms (CES-D ≥ 1), significantly correlated with increased GrimAge DNA methylation age acceleration (all <i>p</i> ≤ .001) in unadjusted and sociodemographic-adjusted models but were nonsignificant in fully adjusted models. No significant gender or race/ethnicity effect modifications were found in fully adjusted models. Health behaviors significantly influence DNA methylation age acceleration and depressive phenotypes, underscoring the need to understand their roles in assessing psychological factors related to DNA methylation age acceleration. (PsycInfo Database Record (c) 2024 APA, all rights reserved).","Wang H, Bakulski KM, Blostein F, Porath BR, Dou J, Tejera CH, Ryan LH, Ware EB.",2024.0,,https://doi.org/10.1037/pag0000860,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,41789983,10.1152/physrev.00024.2025,41789983.0,Fueling the fire: metabolic dysfunction and senescence as drivers of lung aging and disease.,"With a rapidly expanding human population at advanced ages and age as the main driver for chronic diseases, we face the challenge of understanding tissue aging and devising new therapeutic interventions. Cellular senescence is an important hallmark of all aging tissues and has emerged as a potential key driver of chronic lung diseases, including pulmonary fibrosis, chronic obstructive pulmonary disease (COPD), and asthma. This comprehensive review recapitulates current knowledge of pathways and processes involved in cellular senescence with emphasis on the role of mitochondrial dysfunction and the ""4 Ms"" (morphology, mitophagy, metabolism, and metabolites). We review our current knowledge of healthy lung aging, discuss which pathomechanisms in chronic lung disease are characterized by senescence, and summarize current target therapeutics and their impact on lung disease. Within this exponentially growing field, we propose emerging concepts and current gaps in knowledge that need to be addressed to develop better opportunities for therapeutic strategies and future investigations.","Kliment CR, Gurkar AU, Cárdenes N, Ramonell RP, Finkel T, Königshoff M.",2026.0,,https://doi.org/10.1152/physrev.00024.2025,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
europepmc,PMC10737107,,,EPIGENETIC AGE AND MUSCLE CHARACTERISTICS IN BALTIMORE LONGITUDINAL STUDY OF AGING PARTICIPANTS,,,2023.0,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10737107/?tool=EBI,2026-05-18T15:41:31Z,flag,needs_human_review_clock_or_rct_uncertain,flag,needs_human_review_clock_or_rct_uncertain,agree,flag,needs_human_review_clock_or_rct_uncertain
